Brand,Stockcode,Description,Special Order Only,Sold As,Dealer excl GST,RRP in GST,Category
Shure,G18A,Shure 18-INCH GOOSENECK WITH SIDE VENT,*,EA,$40.00,$69.00,ACCESSORIES - OTHER
Shure,G18-CN,Shure 18-INCH GOOSENECK WITH XLR,*,EA,$60.87,$105.00,ACCESSORIES - OTHER
Shure,G6A,Shure 6-INCH GOOSENECK WITH SIDE VENT,*,EA,$26.09,$45.00,ACCESSORIES - OTHER
Shure,PS124L,Shure LOCKING POWER SUPPLY 4 X DC OUT,*,EA,$208.12,$359.00,ACCESSORIES - OTHER
Shure,RK100PK,Shure IN-LINE PREAMPLIFIER,*,EA,$203.63,,ACCESSORIES - OTHER
Shure,WA150,Shure STORAGE POUCH FOR MX150,*,EA,$29.20,,ACCESSORIES - OTHER
Shure,ARPWC,Shure ZIPPER CASE FOR NEXADYNE WIRELESS VOCAL MICROPHONE CAPSULES,*,EA,$34.20,$59.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW110,Shure WIRELESS CARTRIDGE FOR PG58,*,EA,$124.58,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW112,Shure WIRELESS CARTRIDGE FOR SM58,*,EA,$225.51,$389.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW114,Shure WIRELESS CARTRIDGE FOR SM86,*,EA,$356.96,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW116,Shure WIRELESS CARTRIDGE FOR SM87A,*,EA,$289.88,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW118,Shure WIRELESS CARTRIDGE FOR BETA58A,*,EA,$333.33,$575.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW120,Shure WIRELESS CARTRIDGE FOR BETA87A,*,EA,$548.62,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW122,Shure WIRELESS CARTRIDGE FOR BETA87C,*,EA,$548.62,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW124,Shure WIRELESS CARTRIDGE FOR VP68,*,EA,$412.06,,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW170,Shure WIRELESS CARTRIDGE FOR KSM8 NICKEL,*,EA,"$1,042.14",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW174,Shure WIRELESS CARTRIDGE FOR KSM8 BLK,*,EA,"$1,043.94",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW180,Shure WIRELESS CARTRIDGE KSM9 CHAMPAGNE,*,EA,"$1,096.05",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW182,Shure WIRELESS KSM9HS/SL (CHAMPAGNE) CARTRIDGE,*,EA,"$1,183.64",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW184,Shure WIRELESS CARTRIDGE KSM9 BLACK,*,EA,"$1,262.54",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW186,Shure WIRELESS KSM9HS/BK (BLACK) CARTRIDGE,*,EA,"$1,262.54",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW188,"Shure REPLACEMENT WIRELESS HEAD FOR KSM9, NICK",*,EA,"$1,229.01",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW190,Shure REPLACEMENT WIRELESS HEAD FOR KSM9HS,*,EA,"$1,229.01",,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW192,Shure WIRELESS CARTRIDGE FOR KSM11 BLK,*,EA,"$15,071.88","$25,999.00",WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW200,Shure WIRELESS CARTRIDGE FOR NEXADYNE CARDIOID BLACK,*,EA,$521.16,$899.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,RPW204,Shure WIRELESS CARTRIDGE FOR NEXADYNE SUPERCARDIOID BLACK,*,EA,$521.16,$899.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,VPH,"Shure LONG WIRED MICROPHONE HANDLE, BLACK",*,EA,$318.26,$549.00,WIRELESS CARTRIDGES FOR HANDHELD WIRELESS MICROPHONES
Shure,95E16526,Shure BODYPACK SOFT CASE,*,EA,$86.38,$149.00,WIRELESS SYSTEM ACCESSORIES
Shure,PS24,Shure POWER SUPPLY (PS21/PS23),,EA,$34.20,$59.00,WIRELESS SYSTEM ACCESSORIES
Shure,PS411-PC,Shure 4-WAY POWER DIST CABLE FOR PA411/P3T,,EA,$34.20,$59.00,WIRELESS SYSTEM ACCESSORIES
Shure,PS43,Shure W/LESS RECEIVER POWER SUPPLY (PS41/PS42),,EA,$51.59,$89.00,WIRELESS SYSTEM ACCESSORIES
Shure,PS45,Shure WIRELESS RECEIVER POWER SUPPLY,,EA,$74.78,$129.00,WIRELESS SYSTEM ACCESSORIES
Shure,PS60,Shure POWER SUPPLY (PS45),,EA,$144.35,$249.00,WIRELESS SYSTEM ACCESSORIES
Shure,RK240SB,Shure TIE BAR,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,RK319,Shure HEADBAND ASSEMBLY,*,EA,$22.61,$39.00,WIRELESS SYSTEM ACCESSORIES
Shure,RK354SB,Shure ALLIGATOR TIE CLIP WL93/SM93 (X2),*,EA,$31.88,$55.00,WIRELESS SYSTEM ACCESSORIES
Shure,RKC800,Shure SCM-810 1U XLR ADAPTOR KIT,*,EA,$442.46,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM500,Shure LAPEL CLIP X2 & DUAL TIE CLIP X2  BLACK,*,EA,$80.86,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM510,Shure LAPEL CLIPS -  BLACK,*,EA,$47.17,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM550,Shure HEADBAND FOR BETA HEADSET MICS BLACK,*,EA,$95.83,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM560,Shure HEADBAND FOR BETA HEADSET MICS BEIGE,*,EA,$95.83,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM570,Shure BETA53 BOOM HOLDER & LOGO -  BLACK,*,EA,$14.97,,WIRELESS SYSTEM ACCESSORIES
Shure,RPM580,Shure BETA53 BOOM HOLDER & LOGO -  BEIGE,*,EA,$14.97,,WIRELESS SYSTEM ACCESSORIES
Shure,SB900C,Shure RECHARGEABLE BATTERY ULXD/AD/PSM/QLXD/P3RA/P9RA+/P10R,,EA,$144.35,$249.00,WIRELESS SYSTEM ACCESSORIES
Shure,SB904,Shure RECHARGEABLE BATTERY FOR GLXD+,,EA,$63.19,$109.00,WIRELESS SYSTEM ACCESSORIES
Shure,SBC10-100,Shure USB SINGLE CHARGER SB900 (SBC-100),*,EA,$112.60,$194.23,WIRELESS SYSTEM ACCESSORIES
Shure,SBC10-904,Shure USB BATTERY CHARGER FOR SB904,,EA,$68.99,$119.00,WIRELESS SYSTEM ACCESSORIES
Shure,SBC10-USBC,Shure USB-C WALL CHARGER FOR GLXD+ TRANSMITTERS,,EA,$51.59,$89.00,WIRELESS SYSTEM ACCESSORIES
Shure,SBC200,Shure DUAL DOCKING CHARGER FOR ULXD/QLXD/AD,*,EA,$437.68,$755.00,WIRELESS SYSTEM ACCESSORIES
Shure,SBC210,Shure PORTABLE CHARGER FOR SB900A,,EA,$437.97,$755.50,WIRELESS SYSTEM ACCESSORIES
Shure,SBC220,Shure DUAL DOCKING CHARGER FOR ULXD/QLXD/AD,,EA,$567.79,,WIRELESS SYSTEM ACCESSORIES
Shure,SBC450,Shure FOUR BAY BATTERY CHARGER,*,EA,"$1,176.30",,WIRELESS SYSTEM ACCESSORIES
Shure,SBC450-AZ,Shure 4-UP NETWORKED DOCK FOR BN & GN,*,EA,"$1,224.06",,WIRELESS SYSTEM ACCESSORIES
Shure,SBC800,Shure EIGHT BAY BATTERY CHARGER,,EA,$881.63,,WIRELESS SYSTEM ACCESSORIES
Shure,SBC80-903-AZ,Shure EIGHT BAY BATTERY CHARGER FOR SB903,*,EA,$586.95,,WIRELESS SYSTEM ACCESSORIES
Shure,SBC840,Shure EIGHT BAY BATTERY CHARGER FOR SB910,*,EA,"$1,061.30",,WIRELESS SYSTEM ACCESSORIES
Shure,SBC902,Shure USB BATTERY DOCK CHARGER SB902,*,EA,$89.45,,WIRELESS SYSTEM ACCESSORIES
Shure,UA221DB,Shure DUAL BAND PASSIVE SPLITTER FOR GLXD+,,EA,$428.41,$739.00,WIRELESS SYSTEM ACCESSORIES
Shure,UA8-2.4-5.8,Shure DUAL BAND OMNI-DIRECTIONAL ANTENNA FOR GLXD+,,EA,$63.19,$109.00,WIRELESS SYSTEM ACCESSORIES
Shure,UABIAST,Shure BIAS-T MODULE WITH POWER SUPPLY,,EA,$138.95,$239.69,WIRELESS SYSTEM ACCESSORIES
Shure,URT2,Shure URT RACK TRAY,*,EA,$51.59,$89.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA333,Shure TA4F CONNECTOR (REPL WA330),*,EA,$28.41,$49.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA340,Shure LOCKING CONNECTOR FOR UR1,*,EA,$24.71,,WIRELESS SYSTEM ACCESSORIES
Shure,WA360,Shure IN-LINE MUTE SWITCH,*,EA,$114.54,,WIRELESS SYSTEM ACCESSORIES
Shure,WA371,Shure WIRELESS MICROPHONE CLIP,,EA,$16.81,$29.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA504,Shure RACK MOUNT ADAPTER,*,EA,$35.94,,WIRELESS SYSTEM ACCESSORIES
Shure,WA525,Shure WIRELESS CARRY CASE,*,EA,$332.41,,WIRELESS SYSTEM ACCESSORIES
Shure,WA555,Shure GRIP FOR HANDHELD T.MITTER,*,EA,$11.23,,WIRELESS SYSTEM ACCESSORIES
Shure,WA580B,Shure BODYPACK POUCH FOR UR1 BLACK,*,EA,$38.18,,WIRELESS SYSTEM ACCESSORIES
Shure,WA581B,Shure BLACK NEOPRENE POUCH FOR UR1M MICRO B TR,*,EA,$40.43,,WIRELESS SYSTEM ACCESSORIES
Shure,WA615M,Shure IDENTIFICATION RINGS,*,EA,$26.95,,WIRELESS SYSTEM ACCESSORIES
Shure,WA620,Shure BODY-PACK -  ARM POUCH,*,EA,$43.12,,WIRELESS SYSTEM ACCESSORIES
Shure,WA621,Shure COLOUR ID CAPS (5 COLOURS),*,PACK,$34.20,$59.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA661,Shure MUTE SWITCH FOR BODYPACK,*,PACK,$764.64,"$1,319.00",WIRELESS SYSTEM ACCESSORIES
Shure,WA662,Shure MUTE SWITCH FOR BODYPACK,*,PACK,$797.10,"$1,375.00",WIRELESS SYSTEM ACCESSORIES
Shure,WA712-BLU,Shure BLX PG58 COLOUR HANDLE ONLY BLUE,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA712-GLD,Shure BLX PG58 COLOUR HANDLE ONLY GOLD,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA712-PNK,Shure BLX PG58 COLOUR HANDLE ONLY PINK,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA712-RED,Shure BLX PG58 COLOUR HANDLE ONLY RED,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA712-SIL,Shure BLX PG58 COLOUR HANDLE ONLY SILVER,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA712-WHT,Shure BLX PG58 COLOUR HANDLE ONLY WHITE,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-BLU,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY BLUE,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-GLD,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY GOLD,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-PNK,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY PINK,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-RED,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY RED,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-SIL,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY SILV,*,EA,$57.39,$99.00,WIRELESS SYSTEM ACCESSORIES
Shure,WA713-WHT,Shure BLX SM58/BETA58A COLOUR HANDLE ONLY WHIT,*,EA,$80.58,$139.00,WIRELESS SYSTEM ACCESSORIES
Shure,HA-4540,Shure PSW TOUR SERIES HELICAL ANTENNA,*,EA,"$1,434.78","$2,475.00",WIRELESS ANTENNAS / CABLES
Shure,HA-8089,Shure PWS HELICAL ANTENNA,*,EA,"$1,245.80","$2,149.00",WIRELESS ANTENNAS / CABLES
Shure,HA-8091,Shure DOMED HELICAL ANTENNA 460-900 MHZ,*,EA,"$2,260.29","$3,899.00",WIRELESS ANTENNAS / CABLES
Shure,PA411,Shure PSM ANTENNA COMBINER,*,EA,"$1,245.80","$2,149.00",WIRELESS ANTENNAS / CABLES
Shure,PA421A-A,Shure PSM ANTENNA/POWER DISTRIBUTION SYSTEM,*,EA,"$4,405.22","$7,599.00",WIRELESS ANTENNAS / CABLES
Shure,PA421B-A,Shure FOUR PORT PSM ANTENNA COMBINER 470-952MH,*,EA,"$4,695.07","$8,099.00",WIRELESS ANTENNAS / CABLES
Shure,PA805Z2-RSMA,Shure PASSIVE DIRECTIONAL ANTENNA,*,EA,$613.91,"$1,059.00",WIRELESS ANTENNAS / CABLES
Shure,PA821A-A,Shure PSM 8 PORT ANTENNA COMBINER,*,EA,"$9,245.80","$15,949.00",WIRELESS ANTENNAS / CABLES
Shure,UA221,Shure ANTENNA SPLITTER/COMBINER,,PR,$318.26,$549.00,WIRELESS ANTENNAS / CABLES
Shure,UA221-BSTOCK,Shure ANTENNA SPLITTER/COMBINER,,PR,$318.26,$549.00,WIRELESS ANTENNAS / CABLES
Shure,UA221-RSMA,Shure REVERSE SMA PASSIVE ANTENNA SPLITTER,*,EA,$497.97,$859.00,WIRELESS ANTENNAS / CABLES
Shure,UA400,Shure ANTENNA FOR UC4 RECEIVER,*,EA,$55.07,$95.00,WIRELESS ANTENNAS / CABLES
Shure,UA400B,Shure ANTENNA FOR SLX4/SLXD4 RECEIVER,*,EA,$55.07,$95.00,WIRELESS ANTENNAS / CABLES
Shure,UA440,Shure UA440 FRONT MOUNT ANTENNA RACKMOUNT KIT,*,EA,$260.29,$449.00,WIRELESS ANTENNAS / CABLES
Shure,UA505,Shure REMOTE ANTENNA KIT,,EA,$74.78,$129.00,WIRELESS ANTENNAS / CABLES
Shure,UA506,Shure RACKMOUNT KIT FOR ULX SINGLE,*,EA,$57.39,$99.00,WIRELESS ANTENNAS / CABLES
Shure,UA507,Shure RACKMOUNT KIT DUAL (ULXP4),*,EA,$57.39,$99.00,WIRELESS ANTENNAS / CABLES
Shure,UA600,Shure UHF FRONT MOUNT ANTENNA KIT,*,EA,$109.57,$189.00,WIRELESS ANTENNAS / CABLES
Shure,UA710,"Shure ANTENNA FOR UR1 BODYPACK, 518-578 MHZ",*,EA,$55.07,$95.00,WIRELESS ANTENNAS / CABLES
Shure,UA802-RSMA,Shure 2' REVERSE SMA CABLE,*,EA,$40.00,$69.00,WIRELESS ANTENNAS / CABLES
Shure,UA806,Shure 6 FOOT UHF COAXIAL ANTENNA CABLE,*,EA,$68.99,$119.00,WIRELESS ANTENNAS / CABLES
Shure,UA806-RSMA,Shure 6' REVERSE SMA CABLE,*,EA,$66.67,$115.00,WIRELESS ANTENNAS / CABLES
Shure,UA8100,Shure 100FT BNC-BNC UHF COAXIAL ANTENNA,*,EA,$579.13,$999.00,WIRELESS ANTENNAS / CABLES
Shure,UA8100-RSMA,Shure 100' REVERSE SMA CABLE,*,EA,$590.72,"$1,019.00",WIRELESS ANTENNAS / CABLES
Shure,UA8-2.4GHZ,"Shure HALF WAVE ANTENNA, 45 DEG, 2.4 GHZ",*,EA,$89.86,$155.00,WIRELESS ANTENNAS / CABLES
Shure,UA825,Shure BNC UHF ANTENNA CABLE 7.5M,*,EA,$126.96,$219.00,WIRELESS ANTENNAS / CABLES
Shure,UA825-RSMA,Shure 25' REVERSE SMA CABLE,*,EA,$130.43,$225.00,WIRELESS ANTENNAS / CABLES
Shure,UA834WB,Shure IN-LINE ANTENNA AMPLIFER 470-902MHZ,,EA,$318.26,$549.00,WIRELESS ANTENNAS / CABLES
Shure,UA844SWB-LC,Shure UHF WB ANTENNA & P.DIST. UNIT,*,EA,"$1,048.70","$1,809.00",WIRELESS ANTENNAS / CABLES
Shure,UA844SWB-PLUS,Shure UHF WB ANTENNA & P.DIST. UNIT - 470-960 MHZ,,EA,"$1,071.88","$1,849.00",WIRELESS ANTENNAS / CABLES
Shure,UA844-V,Shure ANTENNA DISTRIBUTION SYSTEM,,EA,"$1,013.91","$1,749.00",WIRELESS ANTENNAS / CABLES
Shure,UA844-V-LC,Shure ANTENNA DISTRIBUTION SYSTEM- WITHOUT CAB,,EA,$880.58,"$1,519.00",WIRELESS ANTENNAS / CABLES
Shure,UA845-SWB,Shure ANTENNA/POWER DISTRIBUTION SYSTEM,*,EA,"$2,068.99","$3,569.00",WIRELESS ANTENNAS / CABLES
Shure,UA850,Shure UHF COAXIAL ANTENNA CABLE 15M,*,EA,$237.10,$409.00,WIRELESS ANTENNAS / CABLES
Shure,UA850-RSMA,Shure 50' REVERSE SMA CABLE,*,EA,$240.58,$415.00,WIRELESS ANTENNAS / CABLES
Shure,UA8-518-578,Shure 1/2 WAVE ANTENNA 518-578 MHZ (UA820H4),,EA,$57.39,$99.00,WIRELESS ANTENNAS / CABLES
Shure,UA8-518-598,Shure 1/2 WAVE ANTENNA 518-598 MHZ,,EA,$57.39,$99.00,WIRELESS ANTENNAS / CABLES
Shure,UA8-578-638,Shure 1/2 WAVE ANTENNA 578-638 MHZ (UA820J),*,EA,$68.99,$119.00,WIRELESS ANTENNAS / CABLES
Shure,UA860SWB,Shure PASSIVE OMNIDIRECTIONAL ANTENNA,*,EA,$642.90,"$1,109.00",WIRELESS ANTENNAS / CABLES
Shure,UA860V,Shure PASSIVE OMNIDIRECTIONAL ANTENNA,*,EA,$805.22,"$1,389.00",WIRELESS ANTENNAS / CABLES
Shure,UA8-626-698,"Shure ANTENNA, RECEIVER, 626-698 MHZ (UA820L8)",,EA,$57.39,$99.00,WIRELESS ANTENNAS / CABLES
Shure,UA864A,Shure WALL-MOUNTED WIDEBAND ANTENNA 650-952MHZ,,EA,$812.15,"$1,400.96",WIRELESS ANTENNAS / CABLES
Shure,UA864HI,Shure WALL-MOUNTED WIDEBAND ANTENNA 530-790MHZ,,EA,POA,,WIRELESS ANTENNAS / CABLES
Shure,UA864LO,Shure WALL MOUNTED WIDEBAND ANTENNA 470-698MHZ,,EA,$851.59,"$1,469.00",WIRELESS ANTENNAS / CABLES
Shure,UA874US,Shure ACTIVE DIRECTIONAL ANTENNA WITH GAIN SWI,*,EA,$845.80,"$1,459.00",WIRELESS ANTENNAS / CABLES
Shure,UA874V,Shure ACTIVE DIRECTIONAL ANTENNA,,EA,$851.59,"$1,469.00",WIRELESS ANTENNAS / CABLES
Shure,UA874WB,Shure UHF ACTIVE DIRECTIONAL ANTENNA RPL UA870,,EA,$724.06,"$1,249.00",WIRELESS ANTENNAS / CABLES
Shure,UA874XA,Shure ACTIVE DIRECTIONAL ANTENNA WITH GAIN SWI,,EA,$724.06,"$1,249.00",WIRELESS ANTENNAS / CABLES
Shure,MXP-1B,Shure MINI PENDANT PASSIVE LOUDSPEAKER-BLACK,,EA,$320.31,,MICROFLEX LOUDSPEAKER
Shure,MXP-1W,Shure MINI PENDANT PASSIVE LOUDSPEAKER-WHITE,,EA,$320.31,,MICROFLEX LOUDSPEAKER
Shure,MXP-3B,Shure WALL MOUNT PASSIVE LOUDSPEAKER - BLACK,,EA,$369.18,,MICROFLEX LOUDSPEAKER
Shure,MXP-3W,Shure WALL MOUNT PASSIVE LOUDSPEAKER - WHITE,,EA,$369.18,,MICROFLEX LOUDSPEAKER
Shure,MXP-5B,Shure CEILING-MOUNT PASSIVE LOUDSPEAKER - BLACK,,EA,$436.39,,MICROFLEX LOUDSPEAKER
Shure,MXP-5W,Shure CEILING-MOUNT PASSIVE LOUDSPEAKER - WHITE,,EA,$436.39,,MICROFLEX LOUDSPEAKER
Shure,MXP-6B,Shure PENDANT PASSIVE LOUDSPEAKER-BLACK,,EA,$436.39,,MICROFLEX LOUDSPEAKER
Shure,MXP-6W,Shure PENDANT PASSIVE LOUDSPEAKER-WHITE,,EA,$436.39,,MICROFLEX LOUDSPEAKER
Shure,MXN-AMP,Shure POE+ POWERED MULTICHANNEL AMPLIFIER,,EA,$965.23,,MICROFLEX AMPLIFIER
Shure,SM39-TQG,Shure SINGLE HEADSET MICROPHONE-BLACK WITH TA4F CONNECTOR,,EA,$926.96,"$1,599.00",SM SERIES MICROPHONE
Shure,TH53BO-LEMO,Shure HEADSET MICROPHONE - BLACK/LEMO,*,EA,"$1,010.70","$1,743.45",TWINPLEX
Shure,TH53BO-MTQG,Shure HEADSET MICROPHONE - BLACK/TQG,*,EA,"$1,013.91","$1,749.00",TWINPLEX
Shure,TH53BO-NC,Shure HEADSET MICROPHONE - BLACK,*,EA,$977.01,,TWINPLEX
Shure,TH53CO-LEMO,Shure HEADSET MICROPHONE - COCOA/LEMO,*,EA,"$1,010.70","$1,743.45",TWINPLEX
Shure,TH53CO-MTQG,Shure HEADSET MICROPHONE - COCOA/TQG,*,EA,"$1,013.91","$1,749.00",TWINPLEX
Shure,TH53TO-LEMO,Shure HEADSET MICROPHONE - TAN/LEMO,*,EA,"$1,010.70","$1,743.45",TWINPLEX
Shure,TH53TO-MTQG,Shure HEADSET MICROPHONE - TAN/TQG,*,EA,"$1,013.91","$1,749.00",TWINPLEX
Shure,TH53TO-NC,Shure HEADSET MICROPHONE - TAN,*,EA,$977.01,,TWINPLEX
Shure,TL45BO-LEMO,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL45CO-LEMO,Shure LAPEL MICROPHONE - COCOA/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL45TO-LEMO,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL45WO-LEMO,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL46BO-LEMO,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL46BO-MTQG,Shure LAPEL MICROPHONE - BLACK/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL46CO-LEMO,Shure LAPEL MICROPHONE - COCOA/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL46CO-MTQG,Shure LAPEL MICROPHONE - COCOA/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL46TO-LEMO,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL46TO-MTQG,Shure LAPEL MICROPHONE - TAN/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL46WO-LEMO,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL46WO-MTQG,Shure LAPEL MICROPHONE - WHITE/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL47BO-LEMO,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL47BO-LEMO-A,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL47BO-MTQG,Shure LAPEL MICROPHONE - BLACK/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL47BO-MTQG-A,Shure LAPEL MICROPHONE - BLACK/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL47BO-NC-A,Shure LAPEL MICROPHONE - BLACK/BARE WIRE,*,EA,$671.55,,TWINPLEX
Shure,TL47BO-XLR-A,Shure LAPEL MICROPHONE - BLACK/XLR,*,EA,$842.25,,TWINPLEX
Shure,TL47CO-LEMO,Shure LAPEL MICROPHONE - COCOA/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL47CO-LEMO-A,Shure LAPEL MICROPHONE - COCOA/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL47CO-MTQG,Shure LAPEL MICROPHONE - COCOA/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL47CO-MTQG-A,Shure LAPEL MICROPHONE - COCOA/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL47CO-NC-A,Shure LAPEL MICROPHONE - COCOA/BARE WIRE,*,EA,$671.55,,TWINPLEX
Shure,TL47TO-LEMO,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL47TO-LEMO-A,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL47TO-MTQG,Shure LAPEL MICROPHONE - TAN/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL47TO-MTQG-A,Shure LAPEL MICROPHONE - TAN/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL47TO-NC-A,Shure LAPEL MICROPHONE - TAN/BARE WIRE,*,EA,$671.55,,TWINPLEX
Shure,TL47WO-LEMO,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$671.55,,TWINPLEX
Shure,TL47WO-LEMO-A,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL47WO-MTQG,Shure LAPEL MICROPHONE - WHITE/TQG,*,EA,$671.55,,TWINPLEX
Shure,TL47WO-MTQG-A,Shure LAPEL MICROPHONE - WHITE/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL47WO-NC-A,Shure LAPEL MICROPHONE - WHITE/BARE WIRE,*,EA,$671.55,,TWINPLEX
Shure,TL48BO-LEMO-A,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL48BO-MTQG-A,Shure LAPEL MICROPHONE - BLACK/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL48BO-NC-A,Shure LAPEL MICROPHONE - BLACK/BARE WIRE,*,EA,$718.72,,TWINPLEX
Shure,TL48BO-XLR-A,Shure LAPEL MICROPHONE - BLACK/XLR,*,EA,$842.25,,TWINPLEX
Shure,TL48TO-LEMO-A,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL48TO-MTQG-A,Shure LAPEL MICROPHONE - TAN/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL48TO-NC-A,Shure LAPEL MICROPHONE - TAN/BARE WIRE,*,EA,$718.72,,TWINPLEX
Shure,TL48WO-LEMO-A,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$759.15,,TWINPLEX
Shure,TL48WO-MTQG-A,Shure LAPEL MICROPHONE - WHITE/TQG,*,EA,$759.15,,TWINPLEX
Shure,TL48WO-NC-A,Shure LAPEL MICROPHONE - WHITE/BARE WIRE,*,EA,$718.72,,TWINPLEX
Q-Sys,CX-Q2K4,Q-Sys NETWORK AMP 4CH 800W/CH @ 4 OHMS,,EA,5489.930769,,CX-Q SERIES
