"Supplier's Part Number","Manufacturer's Part Number","Product Name","Quantity in Stock","Buy Price","Manufacturer's Name","When in Stock","Item Barcode"
"EPS-1000820","EP1000820","EPOS 3.5mm to 2.5mm Adapter",0,"10.57","EPOS","Call",""
"EPS-1000822","EP1000822","EPOS USB-ED 01 Headset Cable - ED to USB",10,"60.77","EPOS","Now","5714708006237"
"EPS-1000824","EP1000824","EPOS USB-ED CC 01 ED to USB Cable - MS",48,"127.70","EPOS","Now","5714708006251"
"EPS-1000827","EP1000827","EPOS UI 770 Interface Box.x",1,"171.73","EPOS","Now","5714708006282"
"EPS-1000829","EP1000829","EPOS UI 815 Switch Box for Wired Headsets",0,"74.86","EPOS","Call","5714708006305"
"EPS-1000831","EP1000831","EPOS UI-USB-Adapter USB Power Adapter",0,"74.86","EPOS","Call","5714708006329"
"EPS-1000832","EP1000832","EPOS USB-A to USB-C Adapter",11,"14.10","EPOS","Now","5714708006336"
"EPS-1000835","EP1000835","EPOS CSTD 01-1 Headset Cable",20,"18.50","EPOS","Now","5714708006367"
"EPS-1000836","EP1000836","EPOS CSTD 01 Headset Cable - Easy Disconnect to RJ9",2,"33.81","EPOS","Now","5714708006374"
"EPS-1000837","EP1000837","EPOS CSTD 17 Headset Cable",0,"25.54","EPOS","Call","5714708006381"
"EPS-1000838","EP1000838","EPOS CSTD 08 Headset Cable - ED to RJ9",2,"25.54","EPOS","Now","5714708006398"
"EPS-1000839","EP1000839","EPOS CSTD 24 Headset Cable - ED to RJ9",6,"25.54","EPOS","Now","5714708006404"
"EPS-1000840","EP1000840","EPOS CLS 01 Headset Cable - ED to RJ9",4,"39.63","EPOS","Now","5714708006411"
"EPS-1000841","EP1000841","EPOS | Sennhesier CLS 24 Low Sensitive Cable - ED to RJ9",0,"43.15","EPOS","Call","5714708006428"
"EPS-1000842","EP1000842","EPOS CHS 01 Headset Cable - ED to RJ9",9,"39.63","EPOS","Now","5714708006435"
"EPS-1000843","EP1000843","EPOS CHS 24 Headset Cable - ED to RJ9",3,"43.15","EPOS","Now","4044156000916"
"EPS-1000845","EP1000845","EPOS | Sennhesier CXHS 08 High Sensitive Cable - ED to RJ9",0,"43.15","EPOS","Call","5714708006466"
"EPS-1000846","EP1000846","EPOS CSHS 01 Headset Cable - ED to RJ9.x",1,"69.58","EPOS","Now","5714708006473"
"EPS-1000847","EP1000847","EPOS CCEL 190-2 Headset Cable - ED to 2.5mm - 100cm",8,"24.66","EPOS","Now","5714708006480"
"EPS-1000848","EP1000848","EPOS CCEL 191 Headset Cable - ED to 2.5mm",0,"24.66","EPOS","Call","5714708006497"
"EPS-1000849","EP1000849","EPOS CCEL 191-1 Headset Cable - ED to 2.5mm - 60cm.x",5,"24.66","EPOS","Now","5714708006503"
"EPS-1000853","EP1000853","EPOS CCEL 193-2 Adapter Cable - DECT & GSM",0,"24.66","EPOS","Call","5714708006541"
"EPS-1000854","EP1000854","EPOS CALC 01 Headset Cable - ED to 3.5mm",0,"25.54","EPOS","Call","5714708006558"
"EPS-1000855","EP1000855","EPOS CCEL 195 Adapter Cable - HP IPAQ & Nokia",0,"24.66","EPOS","Call","5714708006565"
"EPS-1000856","EP1000856","EPOS CGA 01 Phone Amplifier Cable for GN 8000 8120",0,"25.54","EPOS","Call","5714708006572"
"EPS-1000857","EP1000857","EPOS CPHUI 1 Phone Amplifier Cable",0,"7.05","EPOS","Call","5714708006589"
"EPS-1000858","EP1000858","EPOS CEDPC 1 Connection Cable to PC Sound Card",0,"39.63","EPOS","Call","5714708006596"
"EPS-1000880","EP1000880","EPOS ADAPT 160 ANC & 200 Earpads",2,"17.62","EPOS","Now","5714708006824"
"EPS-1000895","EP1000895","EPOS EXPAND Capture 5 Speakerphone - Microsoft Teams Rooms.x",2,"650.80","EPOS","Now","5714708006961"
"EPS-1000896","EP1000896","EPOS ADAPT 231 Mono Bluetooth Headset + USB-C Dongle - Tea.x",0,"217.53","EPOS","Call","5714708006978"
"EPS-1000897","EP1000897","EPOS ADAPT 261 Stereo Bluetooth Headset + USB-C Dongle-Teams",21,"232.79","EPOS","Now","5714708006985"
"EPS-1000899","EP1000899","EPOS ADAPT 130T USB II Mono Headset - MS Teams.x",0,"75.57","EPOS","Call","5714708007005"
"EPS-1000900","EP1000900","EPOS ADAPT 135T USB II Mono Headset - MS Teams & 3.5mm.x",0,"97.37","EPOS","Call","5714708007012"
"EPS-1000901","EP1000901","EPOS ADAPT 160T USB II Stereo Headset - MS Teams",51,"87.78","EPOS","Now","5714708007029"
"EPS-1000902","EP1000902","EPOS ADAPT 165T USB II Stereo Headset - MS Teams & 3.5mm.x",51,"113.75","EPOS","Now","5714708007036"
"EPS-1000906","EP1000906","EPOS ADAPT 165T USB-C II Stereo Headset - MS Teams & 3.5mm",17,"118.30","EPOS","Now","5714708007074"
"EPS-1000909","EP1000909","EPOS | Sennhesier ADAPT 100 USB-C Call Control - MS Teams.x",2,"55.51","EPOS","Now","5714708007104"
"EPS-1000910","EP1000910","EPOS | Sennhesier ADAPT 100 USB Call Control - MS Teams.x",1,"58.24","EPOS","Now","5714708007111"
"EPS-1000911","EP1000911","EPOS | Sennhesier ADAPT 100 Foam Earpads",8,"8.81","EPOS","Now","5714708007128"
"EPS-1000912","EP1000912","EPOS | Sennhesier ADAPT 100 Leather Earpads",5,"14.98","EPOS","Now","5714708007135"
"EPS-1000913","EP1000913","EPOS ADAPT 130 USB II Mono Headset - UC.x",1,"75.57","EPOS","Now","5714708007142"
"EPS-1000915","EP1000915","EPOS ADAPT 160 USB II Stereo Headset - UC",38,"87.78","EPOS","Now","5714708007166"
"EPS-1000916","EP1000916","EPOS ADAPT 165 USB II Binaural Headset - UC & 3.5mm",51,"100.10","EPOS","Now","5714708007173"
"EPS-1000918","EP1000918","EPOS ADAPT 135 USB-C II Mono Headset - UC & 3.5mm.x",2,"101.92","EPOS","Now","5714708007197"
"EPS-1000919","EP1000919","EPOS ADAPT 160 USB-C II Stereo Headset - UC.x",0,"83.72","EPOS","Call","5714708007203"
"EPS-1000920","EP1000920","EPOS ADAPT 165 USB-C II Stereo Headset - UC & 3.5mm",6,"118.30","EPOS","Now","5714708007210"
"EPS-1000928","EP1000928","EPOS | Sennhesier UNI 02 EXPAND Vision 3 Power Supply",0,"74.86","EPOS","Call","5714708007296"
"EPS-1000932","EP1000932","EPOS | Sennhesier USB-C to USB-A Adapter",8,"18.50","EPOS","Now","5714708007333"
"EPS-1000937","EP1000937","EPOS EXPAND 40T Bluetooth Speakerphone - Microsoft Teams",12,"418.31","EPOS","Now","5714708007388"
"EPS-1000982","EP1000982","EPOS SDW D1 Accessory Pack.x",23,"69.58","EPOS","Now","5714708007845"
"EPS-1000990","EP1000990","EPOS IMPACT D 30 PHONE DECT Headset - Phone Only.x",51,"135.59","EPOS","Now","840064407922"
"EPS-1000993","EP1000993","EPOS IMPACT D 30 USB ML DECT Headset - PC Only.x",9,"296.80","EPOS","Now","5714708007951"
"EPS-1000997","EP1000997","EPOS IMPACT D 10 II PHONE DECT Headset - Phone Only.x",24,"277.11","EPOS","Now","5714708007999"
"EPS-1000997-YEHS","1000997-YEHS","EPOS D10 II DECT Headset Phone Only - Yealink EHS",0,"306.00","EPOS","Call",""
"EPS-1001000","EP1001000","EPOS IMPACT D 10 II  USB ML DECT Headset - PC Only.x",20,"277.11","EPOS","Now","5714708008026"
"EPS-1001004","EP1001004","EPOS ADAPT 661 Bluetooth Headset.x",0,"556.39","EPOS","Call","5714708008064"
"EPS-1001008","EP1001008","EPOS ADAPT 361 Black Bluetooth Headset - USB-C",0,"327.43","EPOS","Call","5714708008101"
"EPS-1001016","EP1001016","EPOS IMPACT SDW 5033 DECT Monaural Headset - PC Only.x",2,"415.96","EPOS","Now","5714708008187"
"EPS-1001017","EP1001017","EPOS IMPACT SDW 5063 DECT Binaural Headset - PC Only.x",0,"446.49","EPOS","Call","5714708008194"
"EPS-1001021","EP1001021","EPOS IMPACT SDW 5015 DECT 3-in-1 Headset - Phone/PC.x",3,"336.70","EPOS","Now","5714708008231"
"EPS-1001023","EP1001023","EPOS IMPACT SDW 5065 DECT Binaural Headset - Phone/PC",17,"495.34","EPOS","Now","5714708008255"
"EPS-1001024","EP1001024","EPOS IMPACT SDW 5016 DECT 3-in-1 Headset - Phone/Mobile/PC",9,"502.97","EPOS","Now","5714708008262"
"EPS-1001025","EP1001025","EPOS IMPACT SDW 5036 DECT Monaural Headset – Phone/PC/Mobile",21,"503.47","EPOS","Now","5714708008279"
"EPS-1001026","EP1001026","EPOS IMPACT SDW 5066 DECT Binaural Headset - Phone/Mobile/PC",0,"548.76","EPOS","17/08/2026","5714708008286"
"EPS-1001033","EP1001033","EPOS IMPACT SDW 5063T DECT Binaural - Teams - PC Only.x",3,"446.49","EPOS","Now","5714708008354"
"EPS-1001037","EP1001037","EPOS IMPACT SDW 5036T DECT Monoaural - Teams - Phone/Mob/PC",0,"518.24","EPOS","17/08/2026","5714708008392"
"EPS-1001039","EP1001039","EPOS IMPACT SDW 5066T DECT Binaural - Teams - Phone/Mob/PC",1,"548.77","EPOS","Now","5714708008415"
"EPS-1001072","EP1001072","EPOS EXPAND Control Meeting Room Controller",1,"1,193.28","EPOS","Now","5714708008743"
"EPS-1001090","EP1001090","EPOS EXPAND Control wall mount",5,"74.86","EPOS","Now","5714708008927"
"EPS-1001091","EP1001091","EPOS EXPAND Control desk mount",5,"83.67","EPOS","Now","5714708008934"
"EPS-1001093","EP1001093","EPOS EXPAND Vision 5 Table Mount",4,"298.54","EPOS","Now","5714708008958"
"EPS-1001110","EP1001110","EPOS EDU 11 USB-A Single-Sided Headset - 10-Pack.x",10,"368.96","EPOS","Now","5714708009122"
"EPS-1001120","EP1001120","EPOS EXPAND Vision 1 Video Conferencing Webcam.x",2,"312.63","EPOS","Now","5714708009221"
"EPS-1001123","EP1001123","EPOS IMPACT SDW 5036T.x",6,"503.47","EPOS","Now",""
"EPS-1001130","EP1001130","EPOS IMPACT 1060 Double-sided ANC BT Headset",0,"441.91","EPOS","Call","5714708009320"
"EPS-1001131","EP1001131","EPOS IMPACT 1061 Double-sided ANC BT Headset w Stand",4,"487.71","EPOS","Now","5714708009337"
"EPS-1001132","EP1001132","EPOS IMPACT 1030 Single-sided BT Headset",4,"278.58","EPOS","Now","5714708009344"
"EPS-1001134","EP1001134","EPOS IMPACT 1060 Double-sided BT Headset",0,"312.16","EPOS","15/07/2026","5714708009368"
"EPS-1001135","EP1001135","EPOS IMPACT 1061 Double-sided BT Headset w Stand",0,"362.53","EPOS","Call","5714708009375"
"EPS-1001136","EP1001136","EPOS IMPACT 1060T Double-sided ANC BT Headset - Teams",8,"403.63","EPOS","Now","5714708009382"
"EPS-1001137","EP1001137","EPOS IMPACT 1030T Single-sided BT Headset - Teams",1,"278.58","EPOS","Now","5714708009399"
"EPS-1001138","EP1001138","EPOS IMPACT 1060T Double-sided Bluetooth Headset - Teams",0,"312.16","EPOS","Call","5714708009405"
"EPS-1001139","EP1001139","EPOS IMPACT CH 40 Charge Stand for IMPACT 1000 - USB-C",0,"92.47","EPOS","21/08/2026","5714708009412"
"EPS-1001148","EP1001148","EPOS BTD 800 USB ML Dongle for Presence UC ML",0,"113.60","EPOS","17/08/2026","5714708009504"
"EPS-1001149","EP1001149","EPOS BTD 900c BT Dongle USB C",10,"156.87","EPOS","Now",""
"EPS-1001160","EP1001160","EPOS ADAPT 560 II Bluetooth ANC Headset",31,"335.06","EPOS","Now","5714708009627"
"EPS-1001170","EP1001170","EPOS ADAPT 561 II Bluetooth ANC Headset",0,"335.06","EPOS","17/08/2026","5714708009740"
"EPS-1001171","EP1001171","EPOS IMPACT 1061T Double-sided ANC BT Headset w Stand -TEAMS",22,"487.71","EPOS","Now","5714708009757"
"EPS-1001173","EP1001173","EPOS IMPACT 1061T Double-sided BT Headset w Stand - Teams",7,"362.53","EPOS","Now","5714708009771"
"EPS-1001174","EP1001174","EPOS IMPACT 860 ANC Wired Binaural Headset",0,"243.48","EPOS","17/08/2026","5714708009788"
"EPS-1001176","EP1001176","EPOS IMPACT 860 Wired Binaural Headset",3,"202.27","EPOS","Now","5714708009801"
"EPS-1001177","EP1001177","EPOS IMPACT 860T ANC Wired Binaural Headset - Teams",51,"243.48","EPOS","Now","5714708009818"
"EPS-1001179","EP1001179","EPOS IMPACT 860T Wired Binaural Headset - Teams",51,"202.27","EPOS","Now","5714708009832"
"EPS-1001186","EP1001186","EPOS ADAPT 500 II C50 Earpads",4,"22.95","EPOS","Now","5714708009900"
"EPS-1001197","EP1001197","EPOS EXPAND Vision 1M USB Meeting Room Camera.x",3,"1,011.87","EPOS","Now","5714708010012"
"EPS-1001212","EP1001212","EPOS IMPACT 730T Wired Monaural Headset - Teams",0,"194.63","EPOS","31/07/2026","5714708010173"
"EPS-1001213","EP1001213","EPOS IMPACT 760 Wired Binaural Headset",32,"189.08","EPOS","Now","5714708010180"
"EPS-1001214","EP1001214","EPOS IMPACT 760T Wired Binaural Headset - Teams",0,"189.08","EPOS","17/08/2026","5714708010197"
"EPS-1001251","EP1001251","EPOS IMPACT 460 Double Sided USB Headset",14,"122.15","EPOS","Now","5714708010609"
"EPS-1001252","EP1001252","EPOS IMPACT 430 Single Sided USB Headset",0,"122.15","EPOS","Call","5714708010616"
"EPS-1001253","EP1001253","EPOS IMPACT 460T Double Sided USB Headset - Teams",51,"122.15","EPOS","Now","5714708010623"
"EPS-1001254","EP1001254","EPOS IMPACT 430T Single Sided USB Headset - Teams",26,"122.15","EPOS","Now","5714708010630"
"EPS-1001261","EP1001261","EPOS ADAPT E1 Wireless Earbuds - White",22,"270.85","EPOS","Now","5714708010708"
"EPS-1001262","EP1001262","EPOS ADAPT E1 Wireless Earbuds - Black",40,"270.85","EPOS","Now","5714708010715"
"EPS-1001290","EP1001290","EPOS IMPACT 800 1000 ANC Ear Pads",51,"29.87","EPOS","Now","5714708011200"
"EPS-1001372","EP1001372","EPOS ADAPT 660 ANC Bluetooth Headset USB-A.x",18,"382.88","EPOS","Now","5714708012023"
"EPS-1001373","EP1001373","EPOS ADAPT 660 ANC Bluetooth Headset - USB-C",4,"402.66","EPOS","Now","5714708012030"
"EPS-1001375","EP1001375","EPOS IMPACT 500 MS UC ANC WL",0,"263.23","EPOS","3/02/2026",""
"EPS-1001387","EP1001387","EPOS IMPACT 400 Ear Pads",0,"24.01","EPOS","Call","5714708012177"
"EPS-1001419","EP1001419","EPOS IMPACT 100 MS Mono USB-C+A Headset",18,"73.61","EPOS","Now","5714708012405"
"EPS-1001420","EP1001420","EPOS IMPACT 100 UC Stereo USB-C+A Headset",15,"73.61","EPOS","Now","5714708012412"
"EPS-1001421","EP1001421","EPOS IMPACT 100 MS Stereo USB-C+A Headset",51,"73.61","EPOS","Now","5714708012429"
"EPS-1001433","EP1001433","EPOS IMPACT 5000 Go MS 3in1 WL USB-A",0,"421.90","EPOS","Call",""
"EPS-1001436","EP1001436","EPOS IMPACT 5000 Go MS Stereo WL USB-A",6,"458.99","EPOS","Now",""
"EPS-1001438","EP1001438","EPOS CH 50 Charging Stand",0,"78.00","EPOS","Call",""
"EPS-1001474","EP1001474","EPOS Replacement USB-C to USB-A Adapter",0,"26.40","EPOS","Call","5714708012955"
"EPS-1001490","EP1001490","EPOS IMPACT 500 MS UC ANC WL USB C+A",29,"303.27","EPOS","Now",""
"EPS-1001494","EP1001494","EPOS IMPACT 400 MS UC ANC USB C+A",49,"169.81","EPOS","Now",""
"EPS-1001548","EP-1001548","EPOS IMPACT 1000 MS UC ANC WL USB-C+A",0,"536.97","EPOS","Call",""
"EPS-1001551","EP-1001551","EPOS IMPACT 1000 MS UC ANC WL USB-C+A Stand",0,"585.86","EPOS","Call",""
"EPS-1001589","EP-1001589","EPOS Replacement BTD USB-C to USB-A Adapter",0,"26.00","EPOS","Call",""
"EPS-1001591","EP-1001591","EPOS IMPACT 1000 MS UC ANC WL",0,"488.08","EPOS","Call",""
"EPS-1001592","EP-1001592","EPOS IMPACT 1000 MS UC Mono WL",0,"325.12","EPOS","Call",""
"EPS-1001593","EP-1001593","EPOS IMPACT 1000 MS UC ANC WL Stand",0,"536.97","EPOS","Call",""
"EPS-508320","EP508320","EPOS USB CC 1x5 USB Controller Cable.x",3,"48.23","EPOS","Now",""
"EPS-EPOSMANAGER","1000415","EPOS Manager - Asset Management Software",0,"0.00","EPOS","Call",""
"FP-084900","084900","HID Fargo HDP6600 Standard Clear Film – Approx 1500 images",0,"275.94","Fargo","30/07/2026",""
"FP-089278","089278","HID FARGO 089278 Omnikey 5127CK Mini Encoder",0,"1,370.79","Fargo","Call",""
"FP-094050","094050","HID Fargo HDP6600 Dual Sided Printer Module",0,"1,331.31","Fargo","Call",""
"FP-094054","094054","HID Fargo HDP6600 Contactless Encoder 5127CK",0,"1,015.49","Fargo","Call",""
"FP-094056","094056","HID Fargo HDP6600 Magnetic Encoder Module",0,"1,141.60","Fargo","Call",""
"FP-094600","094600","HID Fargo HDP6600 Single Sided Printer",0,"6,333.01","Fargo","Call",""
"FP-094645","94645","HID HDP6600 DSPrinter with iclass Encoder-Mag swipe encode",0,"10,072.49","Fargo","Call",""
"FP-094661","094661","HID Fargo 094661 HDP6600 DS Printer + Laminator & Encoder",0,"13,362.36","Fargo","Call",""
"FP-94671","094671","HID Fargo 094671 HDP6600 DS Printer + Lam, Flattener & Enc",0,"14,250.63","Fargo","Call",""
"GR-7660ELRNETBUNDLE","7600LRNETBUNDLE","Grandstream GWN7660ELR Network Bundle",0,"199.03","Grandstream","Call",""
"GR-7660ENETBUNDLE","7600NETBUNDLE","Grandstream GWN7660E Network Bundle",0,"135.15","Grandstream","Call",""
"GR-DP722","DP722","Grandstream DP722 Mid-Tier IP DECT Handset",51,"81.00","Grandstream","Now",""
"GR-DP725","DP725","Grandstream DP725 HD Compact DECT Handset",29,"81.00","Grandstream","Now",""
"GR-DP730","DP730","Grandstream DP730 High End IP DECT Handset",32,"129.00","Grandstream","Now",""
"GR-DP735","DP735","Grandstream DP735 Ruggedized High-Tier DECT Handset",7,"129.00","Grandstream","Now",""
"GR-DP752","DP752","Grandstream DP752 IP DECT Base Station",22,"76.00","Grandstream","Now",""
"GR-DP755","DP755","Grandstream DP755 DECT VoIP base station",14,"76.00","Grandstream","Now",""
"GR-FACEPLATE","GRP26XX Custom Facep","Grandstream GRP26XX Custom Faceplate",0,"8.00","Grandstream","Call",""
"GR-FMM850300M10G","FMM850300M10G","Grandstream SFP+ Fiber Module MM 850nm 300m 10Gbps",23,"28.00","Grandstream","Now",""
"GR-FMM850550M1.25G","FMM850550M1.25G","Grandstream SFP Fiber Module MM 850nm 550m 1.25Gbps",27,"18.00","Grandstream","Now",""
"GR-FSM131010KM10G","FSM131010KM10G","Grandstream SFP+ Fiber Module SM 1310nm 10km 10Gbps",51,"41.00","Grandstream","Now",""
"GR-FSM131020KM1.25G","FSM131020KM1.25G","Grandstream SFP Fiber Module SM 1310nm 20km 1.25Gbps",33,"18.00","Grandstream","Now",""
"GR-GAC2570","GAC2570","Grandstream GAC2570 Full-Duplex HD Speakerphone",1,"867.00","Grandstream","Now",""
"GR-GBX20","GBX20","Grandstream GBX20 LCD Extension Module",9,"189.00","Grandstream","Now",""
"GR-GDS3705","GDS3705","Grandstream GDS3705 IP Audio Door System.x",8,"203.56","Grandstream","Now",""
"GR-GDS3710","GDS3710","Grandstream GDS3710 HD IP Video Door System.x",4,"478.40","Grandstream","Now",""
"GR-GDS3725","GDS3725","Grandstream Enhanced IP Video Door System with Keypad",13,"237.00","Grandstream","Now",""
"GR-GDS3726","GDS3726","Grandstream Enhanced IP Video Door System with Single Button",21,"212.00","Grandstream","Now",""
"GR-GDS3727","GDS3727","Enhanced Compact IP Video Door System with Single Button",15,"131.00","Grandstream","Now",""
"GR-GDS372X-FMB","GDS372X Flush-Mounti","Grandstream Flush Mounting Kit for GDS372x",30,"47.64","Grandstream","Now",""
"GR-GDS37-LB","GDS37xx L-Bracket","Grandstream L-Bracket Kit for GDS371x and GDS372x",0,"36.00","Grandstream","Call",""
"GR-GDS37NFCCARDGAC1","GDS37NFCCARDGAC1","Grandstream NFC Card Bundle 100pcs for GDS37xx Basic",0,"378.00","Grandstream","Call",""
"GR-GDS37NFCCARDGAD2","GDS37NFCCARDGAD2","Grandstream NFC Card Bundle 100pcsfor GDS37xx High Security",0,"756.00","Grandstream","Call",""
"GR-GDS37-NFC-FOBGAC1","GDS37-NFC-FOBGAC1","Grandstream NFC FOB Bundle 100pcs for GDS37xx Basic",0,"378.00","Grandstream","Call",""
"GR-GDS37-NFC-FOBGAC2","GDS37-NFC-FOBGAC2","Grandstream NFC FOB Bundle 100pcs for GDS37xx High Security",0,"756.00","Grandstream","Call",""
"GR-GDS-SAE10A-UL","GDS-SAE10A-UL","Grandstream 1 Time Fee for Lifetime of Product - 10 App user",0,"28.00","Grandstream","Call",""
"GR-GDS-SAE50A-UL","GDS-SAE50A-UL","Grandstream 1 Time Fee for Lifetime of Product - 50 App user",0,"105.00","Grandstream","Call",""
"GR-GHP610","GHP610","Grandstream GHP610 Compact Hotel Phone - White",0,"51.00","Grandstream","Call",""
"GR-GHP610W","GHP610W","Grandstream GHP610W Compact Hotel Phone - White - WiFi",0,"76.00","Grandstream","Call",""
"GR-GHP611","GHP611","Grandstream GHP611 Compact Hotel Phone - Black",51,"51.00","Grandstream","Now",""
"GR-GHP611W","GHP611W","Grandstream GHP611W Compact Hotel Phone - Black- Wifi",11,"76.00","Grandstream","Now",""
"GR-GHP620","GHP620","Grandstream GHP620 Desktop Hotel Phone - White",26,"53.00","Grandstream","Now",""
"GR-GHP620W","GHP620W","Grandstream GHP620W Desktop Hotel Phone - White - WiFi",0,"81.00","Grandstream","Call",""
"GR-GHP621","GHP621","Grandstream GHP621 Desktop Hotel Phone - Black",47,"53.00","Grandstream","Now",""
"GR-GHP621W","UPDATE","Grandstream GHP621W Desktop Hotel Phone - Black - WiFi",51,"81.00","Grandstream","Now",""
"GR-GRP2601P","GRP2601P","Grandstream GRP2601P SIP Deskphone PoE",26,"52.00","Grandstream","Now",""
"GR-GRP2602P","GRP2602P","Grandstream GRP2602P SIP Deskphone - PoE",31,"60.00","Grandstream","Now",""
"GR-GRP2602W","GRP2602W","Grandstream 2 Lines 4 SIP Accounts 2.21 in scrn PoE Wireless",20,"75.00","Grandstream","Now",""
"GR-GRP2604P","GRP2604P","Grandstream GRP2604P SIP Deskphone - PoE",40,"91.00","Grandstream","Now",""
"GR-GRP2612P","GRP2612P","Grandstream GRP2612P SIP Deskphone",51,"76.00","Grandstream","Now",""
"GR-GRP2612W","GRP2612W","Grandstream GRP2612W SIP Deskphone Wifi",51,"94.00","Grandstream","Now",""
"GR-GRP2613","GRP2613","Grandstream GRP2613 SIP Deskphone",29,"94.00","Grandstream","Now",""
"GR-GRP2614","GRP2614","Grandstream GRP2614 SIP Deskphone",38,"220.00","Grandstream","Now",""
"GR-GRP2615","GRP2615","Grandstream GRP2615 SIP Deskphone WiFi",0,"220.00","Grandstream","1/09/2026",""
"GR-GRP2616","GRP2616","Grandstream GRP2616 SIP Deskphone",22,"230.00","Grandstream","Now",""
"GR-GRP2624","GRP2624","Grandstream GRP2624 IP Deskphone",51,"139.00","Grandstream","Now",""
"GR-GRP2634","GRP2634","Grandstream GRP2634 IP Deskphone",1,"147.00","Grandstream","Now",""
"GR-GRP-WM-A","GRP_WM_A","Grandstream Wall Mounting Kit for GRP260x",36,"10.00","Grandstream","Now",""
"GR-GRP-WM-L","GRP_WM_L","Grandstream Wall Mounting Kit for GRP2614/15/16/GXV3350",0,"10.00","Grandstream","Call",""
"GR-GRP-WM-S","GRP_WM_S","Grandstream Wall Mounting Kit for GRP2612/2613",40,"10.00","Grandstream","Now",""
"GR-GSC3505","GSC3505","Grandstream 1-Way SIP Intercom Speaker.x",5,"221.52","Grandstream","Now",""
"GR-GSC3506V2","GSC3506V2","Grandstream One way SIP Intercom Speaker/No Mic",8,"187.00","Grandstream","Now",""
"GR-GSC3510","GSC3510","Grandstream 2-Way SIP Intercom Speaker/Microphone.x",0,"260.00","Grandstream","Call",""
"GR-GSC3516","GSC3516","Grandstream GSC3516 2 Way SIP Intercom w MIC 30W Speaker",51,"247.00","Grandstream","Now",""
"GR-GSC3570","GSC3570","Grandstream GSC3570 Integrated SIP Intercom Screen",10,"177.00","Grandstream","Now",""
"GR-GWN7001","GWN7001","Grandstream GWN7001 Multi-Wan Gigabit VPN Router 6xGigE",12,"86.00","Grandstream","Now",""
"GR-GWN7002","GWN7002","Grandstream GWN7002 Multi-Wan Gigabit VPN Router 4xGigE",0,"99.00","Grandstream","10/08/2026",""
"GR-GWN7003","GWN7003","Grandstream GWN7003 Multi-Wan Gigabit VPN Router 9xGigE",6,"149.00","Grandstream","Now",""
"GR-GWN7062E","GWN7062E","Grandstream GWN7062E AX3000 WiFi 6 Router 3xGigE",0,"72.00","Grandstream","10/08/2026",""
"GR-GWN7062ET","GWN7062ET","GR AX3000 WiFi 6 Router 2x2 2.4GHz 3x3 5.0 GHz 3 x GigE 2",30,"104.00","Grandstream","Now",""
"GR-GWN7302","GWN7302","GR PtP/PtMP Wireless Bridge 5GHz AX2400 2 x 1 GigE 5km range",24,"119.00","Grandstream","Now",""
"GR-GWN7604","GWN7604","Grandstream GWN7604 2x2 802.11ax AX3000 Wi-Fi 6 AP 4 x GigE",51,"101.00","Grandstream","Now",""
"GR-GWN7660E","GWN7660E","Grandstream GWN7660E 2x2 802.11ax WIFI 6 AP",51,"96.00","Grandstream","Now",""
"GR-GWN7660ELR","GWN7660ELR","Grandstream GWN7660E 2x2 802.11ax WIFI 6 Outdoor AP",38,"159.00","Grandstream","Now",""
"GR-GWN7660EM","GWN7660EM","Grandstream 2x2 802.11ax Wi-Fi 6 Pluggable Mesh-APAX3000 1x",33,"89.00","Grandstream","Now",""
"GR-GWN7661E","GWN7661E","Grandstream GWN7661E In-Wall AX3000 Wi-Fi 6 Access Point",15,"116.00","Grandstream","Now",""
"GR-GWN7662","GWN7662","Grandstream GWN7662 Hybrid 802.11ax Wi-Fi 6 Access Point",51,"157.17","Grandstream","Now",""
"GR-GWN7664E","GWN7664E","Grandstream GWN7664E 4x4 802.11ax WIFI 6 AP",51,"220.00","Grandstream","Now",""
"GR-GWN7664ELR","GWN7664ELR","Grandstream GWN7664ELR 4x4 802.11ax WIFI 6 Outdoor AP",25,"262.00","Grandstream","Now",""
"GR-GWN7670","GWN7670","GWN7670 2x2:2 MIMO Dual Band WIFI 7 Access Point",27,"157.00","Grandstream","Now",""
"GR-GWN7670LR","GWN7670LR","GR WiFi 7 Long Range Outdoor AP 1 x 2.5 GigE 1 x SFP BLE",22,"227.00","Grandstream","Now",""
"GR-GWN7670WM","GWN7670WM","GR Dual Band WiFi 7 Wallmount AP 1 x 2.5 GigE BLE",18,"152.00","Grandstream","Now",""
"GR-GWN7674","GWN7674","Grandstream 2x4x4 Tri-Band Wi-Fi 7 Indoor AP- 1 x 10 GbE- 1",1,"403.00","Grandstream","Now",""
"GR-GWN7700","GWN7700","Grandstream GWN7700 UnMgd Netwk Switch 5xGigE",1,"16.00","Grandstream","Now","6947273704492"
"GR-GWN7700M","GWN7700M","Grandstream GWN7700M UnMgd Netwk Switch 5x2.5GigE 1xSFP+",0,"66.00","Grandstream","10/08/2026",""
"GR-GWN7700P","GWN7700P","Grandstream GWN7700P UnMgd Netwk Switch 5xGigE 4xPoE",6,"48.00","Grandstream","Now","6947273704515"
"GR-GWN7701","GWN7701","Grandstream GWN7701 UnMgd Netwk Switch 8xGigE",0,"25.00","Grandstream","10/08/2026","6947273704508"
