Ingram Part Number,Ingram Part Description,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Vendor Name,Size,Weight,Volume,Unit,Category ID,Customer Price,Retail Price,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Customer Price with Tax,Retail Price with Tax,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Customer Price Including Fees,Total Fees,Category Description,Sub-Category Description,Category ID Description
000000000004820953,Jabra Evolve2 85 Link380a UC Stereo Blac,,28599-989-999,706487020486,NZ01,0000500062,JABRA,,0.6500,3205.6800,EA,002106,545.38,896.89,,0,0,,,,Jabra Evolve2 85 Link380a UC Stereo Black,22.8000,19.0000,7.4000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,476656,0008,9999,,,19000101,,0,0,0,0,627.19,1031.42,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000004820955,JABRA EVOLVE2 85 LINK380/390C MS STEREO,,28599-999-889,706487020509,NZ01,0000500062,JABRA,,0.7500,4159.0000,EA,002106,604.87,974.50,,54,1,20210212,,,JABRA EVOLVE2 85 LINK380/390C MS STEREO STD BLACK,22.8000,19.0000,9.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0006,9999,,,19000101,,0,0,0,0,695.6,1120.68,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,54,0,,,Z01,NZ,0,, 0,, 604.87, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000004820957,EVOLVE2 85 MS USB-C STEREO BLACK,,28599-999-899,5706991023275,NZ01,0000500062,JABRA,,0.6000,3178.0000,EA,002106,545.38,896.89,,16,50,20260817,,,EVOLVE2 85 LINK380C MS STEREO BLACK,22.6000,19.0000,7.4000,CM,KG,CCM,004,A,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,A,,476656,0008,9999,,,20241205,,0,0,0,0,627.19,1031.42,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,16,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000004820959,Evolve2 85 MS Stereo USB-A w stand,,28599-999-989,5706991023299,NZ01,0000500062,JABRA,,0.8000,4108.0000,EA,002106,604.87,974.50,,113,0,,,,Jabra Evolve2 85 Link380a MSStereo St Bl,23.0000,19.0000,9.4000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0006,9999,,,19000101,,0,0,0,0,695.6,1120.68,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,113,0,,,Z01,NZ,0,, 0,, 604.87, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000004820961,EVOLVE2 85 USB-A MS TEAMS STEREO-BLACK,,28599-999-999,706487020561,NZ01,0000500062,JABRA,,0.5500,3206.0000,EA,002106,545.38,896.89,,94,0,,,,Jabra Evolve2 85 Link380a MS Stereo Black,22.8000,19.0000,7.4000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0008,9999,,,20241205,,0,0,0,0,627.19,1031.42,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,94,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320750,Jabra Evolve2 75 Link380c UC Stereo Stan,,27599-989-889,5706991024449,NZ01,0000500062,JABRA,,0.5500,3145.0000,EA,002106,545.38,885.80,,2,3,20260817,,,Jabra Evolve2 75 Link380c UC Stereo Stand Black,23.6000,19.6000,6.8000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0004,9999,,,19000101,,0,0,0,0,627.19,1018.67,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,2,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320752,EVOLVE2 75 USB-C UC-BLACK,,27599-989-899,706487021551,NZ01,0000500062,JABRA,,0.2000,2612.0000,EA,002106,450.00,774.94,,1,3,20260817,,,Jabra Evolve2 75 Link380c UC Stereo Black,23.8000,19.6000,5.6000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,476656,0001,9999,,,19000101,,0,0,0,0,517.5,891.18,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,1,0,,,Z01,NZ,0,, 0,, 450, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320753,Evolve2 75 UC Stereo USB-A w stand,,27599-989-989,5706991024401,NZ01,0000500062,JABRA,,0.4000,3618.0000,EA,002106,545.38,885.80,,97,0,,,,Jabra Evolve2 75 Link380a UC Stereo Stand Black,23.8000,20.0000,7.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0008,9999,,,19000101,,0,0,0,0,627.19,1018.67,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,97,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320755,Jabra Evolve2 75 Link380a UC Stereo Blac,,27599-989-999,5706991024388,NZ01,0000500062,JABRA,,0.3000,2320.0000,EA,002106,485.88,774.94,,137,0,,,,Jabra Evolve2 75 Link380a UC Stereo Black,21.8000,19.0000,5.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0010,9999,,,19000101,,0,0,0,0,558.76,891.18,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,137,0,,,Z01,NZ,0,, 0,, 485.88, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320756,EVOLVE2 75 USB-C MS TEAMS W STAND-BLACK,,27599-999-889,706487021490,NZ01,0000500062,JABRA,,0.5000,3558.0000,EA,002106,545.38,885.80,,80,0,,,,Jabra Evolve2 75 Link380c MS Stereo Stand Black,23.8000,20.2000,7.4000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,476656,0008,9999,,,19000101,,0,0,0,0,627.19,1018.67,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,80,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320758,Evolve2 75 MS Stereo USB-A w stand,,27599-999-989,5706991024326,NZ01,0000500062,JABRA,,0.6500,3487.0000,EA,002106,545.38,885.80,,34,0,,,,Jabra Evolve2 75 Link380a MS StereoStand,23.8000,19.8000,7.4000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0008,9999,,,19000101,,0,0,0,0,627.19,1018.67,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,34,0,,,Z01,NZ,0,, 0,, 545.38, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005320760,EVOLVE2 75 USB-C MS TEAMS-BLACK,,27599-999-899,5706991024340,NZ01,0000500062,JABRA,,0.3500,2706.0000,EA,002106,441.48,774.94,,37,0,,,,Jabra Evolve2 75 Streo MS Incl.Link 380c,23.8000,19.6000,5.8000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0010,9999,,,19000101,,0,0,0,0,507.7,891.18,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,37,0,,,Z01,NZ,0,, 0,, 441.48, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005660465,Jabra Evolve2 Buds USB-C UC,,20797-989-899,5706991026573,NZ01,0000500062,JABRA,,0.1700,634.0000,EA,002106,354.36,442.35,,0,0,,,,Jabra Evolve2 Buds USB-C UC,13.9000,11.4000,4.0000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,459444,0006,0000,,,19000101,,0,0,0,0,407.51,508.70,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 354.36, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005660468,LA EVOLVE2 BUDSUSB-A UC,,20797-989-999,5706991026559,NZ01,0000500062,JABRA,,0.0500,672.0000,EA,002106,354.36,442.35,,0,0,,,,LA EVOLVE2 BUDSUSB-A UC,13.8000,11.6000,4.2000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,459444,0006,9999,,,19000101,,0,0,0,0,407.51,508.70,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 354.36, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005660470,Jabra Evolve2 Buds USB-C MS,,20797-999-899,5706991026566,NZ01,0000500062,JABRA,,0.1700,661.0000,EA,002106,354.36,442.35,,0,11,20260819,,,Jabra Evolve2 Buds USB-C MS,13.8000,11.4000,4.2000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,459444,0010,0200,,,19000101,,0,0,0,0,407.51,508.70,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 354.36, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005660472,Jabra Evolve2 Buds USB-A MS,,20797-999-999,706487023036,NZ01,0000500062,JABRA,,0.1500,640.0000,EA,002106,354.36,442.35,,0,0,,,,Jabra Evolve2 Buds USB-A MS,13.8000,11.6000,4.0000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,459444,0014,9999,,,19000101,,0,0,0,0,407.51,508.70,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 354.36, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005662105,Jabra Perform 45 Mono Headset,,5101-119,5706991027723,NZ01,0000500062,JABRA,,0.7000,376.0000,EA,002106,161.85,244.13,,0,0,,,,Jabra Perform 45 Mono Headset,11.6000,10.8000,3.0000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,486953,0020,9999,,,19000101,,0,0,0,0,186.13,280.75,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 161.85, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005700555,Jabra Evolve2 55Link380a UC Stereo,,25599-989-999,706487023845,NZ01,0000500062,JABRA,,0.1500,1786.0000,EA,002106,288.51,453.44,,23,0,,,,Jabra Evolve2 55Link380a UC Stereo,20.2000,17.0000,5.2000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,476656,0001,9999,,,19000101,,0,0,0,0,331.79,521.46,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,23,0,,,Z01,NZ,0,, 0,, 288.51, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005700556,Jabra Evolve2 55,,25599-999-999,5706991027600,NZ01,0000500062,JABRA,,0.1500,2295.0000,EA,002106,283.81,453.44,,209,0,,,,Jabra Evolve2 55Link380a MS Stereo,21.8000,18.8000,5.6000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,476656,0010,9999,,,19000101,,0,0,0,0,326.38,521.46,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,209,0,,,Z01,NZ,0,, 0,, 283.81, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005700557,EVOLVE2 55-LINK380C MS STEREO USB-C,,25599-999-899,706487023869,NZ01,0000500062,JABRA,,0.3000,2377.0000,EA,002106,283.81,453.44,,151,0,,,,EVOLVE2 55-LINK380C MS STEREO USB-C,21.8000,18.8000,5.8000,CM,KG,CCM,004,A,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,A,,476656,0010,9999,,,19000101,,0,0,0,0,326.38,521.46,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,151,0,,,Z01,NZ,0,, 0,, 283.81, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005700558,Jabra Evolve2 55 Link380c UC Stereo,,25599-989-899,5706991027549,NZ01,0000500062,JABRA,,0.1000,1786.0000,EA,002106,306.05,453.44,,9,0,,,,Jabra Evolve2 55 Link380c UC Stereo,20.2000,17.0000,5.2000,CM,KG,CCM,004,A,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,A,,476656,0018,9999,,,19000101,,0,0,0,0,351.96,521.46,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,9,0,,,Z01,NZ,0,, 0,, 306.05, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005735444,EVOLVE2 65 FLEX USB-C MS STEREO,,26699-999-899,706487024903,NZ01,0000500062,JABRA,,0.2500,1154.0000,EA,002106,340.57,582.04,,12,25,20260817,,,Evolve2 65 Flex Link380c MS Stereo,22.4000,11.2000,4.6000,CM,KG,CCM,004,A,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,A,,476656,0012,0150,,,19000101,,0,0,0,0,391.66,669.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,12,0,,,Z01,NZ,0,, 0,, 340.57, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005735453,Evolve2 65 Flex Link380c UC Stereo WLC,,26699-989-889,5706991029161,NZ01,0000500062,JABRA,,0.3600,1519.0000,EA,002106,436.29,697.34,,0,1,20260817,,,Evolve2 65 Flex Link380c UC Stereo WLC,22.6000,11.2000,6.0000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0010,9999,,,,,0,0,0,0,501.73,801.94,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 436.29, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005735454,EVOLVE2 65 FLEX USB-C UC STEREO,,26699-989-899,5706991029109,NZ01,0000500062,JABRA,,0.2000,1185.0000,EA,002106,363.58,582.04,,0,5,20260817,,,Evolve2 65 Flex Link380c UC Stereo,22.6000,11.4000,4.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0012,9999,,,19000101,,0,0,0,0,418.12,669.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 363.58, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005735585,Jabra Evolve2 65 Flex,,26699-999-999,706487024880,NZ01,0000500062,JABRA,,0.2000,1154.0000,EA,002106,340.57,582.04,,6,0,,,,Jabra Evolve2 65 FlexLink380a MS Stereo,22.4000,11.2000,4.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0012,9999,,,19000101,,0,0,0,0,391.66,669.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,6,0,,,Z01,NZ,0,, 0,, 340.57, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005735606,EVOLVE2 65 FLEX USB-A UC STEREO,,26699-989-999,706487024873,NZ01,0000500062,JABRA,,0.2500,1164.0000,EA,002106,363.58,582.04,,7,0,,,,Evolve2 65 Flex Link380a UC Stereo,22.6000,11.2000,4.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,476656,0020,9999,,,19000101,,0,0,0,0,418.12,669.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,7,0,,,Z01,NZ,0,, 0,, 363.58, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006273962,Jabra Engage 55 SE MS Stereo Link400a,,9659-450-111,5706991031126,NZ01,0000500062,JABRA,,0.2700,1666.0000,EA,002106,393.32,626.39,,1,0,,,,Jabra Engage 55 SE MS Stereo Link400a,20.7000,17.5000,4.6000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,486952,0015,9999,,,,,0,0,0,0,452.32,720.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,1,,,,Z01,NZ,0,, 0,, 393.32, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006273963,Jabra Engage 55 SE UC Stereo Link400a,,9659-410-111,5706991031010,NZ01,0000500062,JABRA,,0.2000,1633.0000,EA,002106,393.32,626.39,,2,0,,,,Jabra Engage 55 SE UC Stereo Link400a,20.4000,17.4000,4.6000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,459444,0015,9999,,,,,0,0,0,0,452.32,720.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,2,,,,Z01,NZ,0,, 0,, 393.32, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006273964,Jabra Engage 55 SE UC Stereo Link400c,,9659-430-111,5706991031072,NZ01,0000500062,JABRA,,0.2000,1649.0000,EA,002106,393.32,626.39,,0,0,,,,Jabra Engage 55 SE UC Stereo Link400c,20.6000,17.4000,4.6000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,459444,0014,9999,,,,,0,0,0,0,452.32,720.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 393.32, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278143,Jabra Evolve 65 TE Link 390a MS Stereo S,,6699-833-399,5706991031522,NZ01,0000500062,JABRA,,0.4000,3859.0000,EA,002106,231.83,398.01,,837,0,,,,Jabra Evolve 65 TE Link 390a MS Stereo Stand,21.4000,18.4000,9.8000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,459444,0012,9999,,,20241206,,0,0,0,0,266.6,457.71,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,837,,,,Z01,NZ,0,, 0,, 231.83, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278226,Jabra Engage 55 SE UC Mono Link400c,,9653-430-111,5706991030600,NZ01,0000500062,JABRA,,0.0500,2248.0000,EA,002106,371.02,593.12,,0,0,,,,Jabra Engage 55 SE UC Mono Link400c,20.6000,17.6000,6.2000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,459444,0012,9999,,,,,0,0,0,0,426.67,682.09,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 371.02, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278235,Jabra Evolve 65 TE Link 390a UC Stereo S,,6699-833-499,5706991031539,NZ01,0000500062,JABRA,,0.5500,3859.0000,EA,002106,231.83,398.01,,220,0,,,,Jabra Evolve 65 TE Link 390a UC Stereo Stand,21.4000,18.4000,9.8000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,459444,0012,9999,,,20241206,,0,0,0,0,266.6,457.71,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,220,,,,Z01,NZ,0,, 0,, 231.83, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278236,Jabra Evolve 65 TE Link 390a UC Stereo,,6699-839-409,5706991031546,NZ01,0000500062,JABRA,,0.2500,2064.0000,EA,002106,194.14,342.57,,233,0,,,,Jabra Evolve 65 TE Link 390a UC Stereo,21.0000,18.2000,5.4000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,459444,0027,9999,,,20241206,,0,0,0,0,223.26,393.96,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,233,,,,Z01,NZ,0,, 0,, 194.14, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278237,Jabra Engage 55 SE MS Mono Link400a,,9653-450-111,5706991030655,NZ01,0000500062,JABRA,,0.2800,17868.0000,EA,002106,371.02,593.12,,0,0,,,,Jabra Engage 55 SE MS Mono Link400a,17.3500,163.0000,6.3000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,459444,0010,0100,,,,,0,0,0,0,426.67,682.09,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 371.02, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278238,Jabra Engage 55 SE UC Mono Link400a,,9653-410-111,5706991030556,NZ01,0000500062,JABRA,,0.2500,2298.0000,EA,002106,371.02,593.12,,14,0,,,,Jabra Engage 55 SE UC Mono Link400a,20.4000,17.6000,6.4000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,486952,0010,0250,,,,,0,0,0,0,426.67,682.09,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,14,,,,Z01,NZ,0,, 0,, 371.02, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278249,Jabra Engage 55 SE MS Mono Link400c,,9653-470-111,5706991030709,NZ01,0000500062,JABRA,,0.2840,17868.0000,EA,002106,371.02,593.12,,0,0,,,,Jabra Engage 55 SE MS Mono Link400c,17.3500,163.0000,6.3000,CM,KG,CCM,004,N,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,N,,486952,0010,0000,,,,,0,0,0,0,426.67,682.09,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 371.02, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278267,Jabra Engage SE Headset UC Stereo replac,,14401-46,5706991030495,NZ01,0000500062,JABRA,,0.1300,4825.0000,EA,002106,320.17,510.99,,14,0,,,,Jabra Engage SE Headset UC Stereo replacement headseet,14.3000,82.3000,4.1000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,486952,0001,0050,,,,,0,0,0,0,368.2,587.64,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,14,,,,Z01,NZ,0,, 0,, 320.17, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006278296,Jabra Engage 55 SE MS Stereo Link400c,,9659-470-111,5706991031188,NZ01,0000500062,JABRA,,0.1500,1652.0000,EA,002106,393.32,626.39,,0,61,20260828,,,Jabra Engage 55 SE MS Stereo Link400c,20.4000,17.6000,4.6000,CM,KG,CCM,004,C,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,486952,0014,9999,,,,,0,0,0,0,452.32,720.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 393.32, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006288252,Jabra Engage 65 Mono SE,,9653-553-117,5706991030792,NZ01,0000500062,JABRA,,0.0500,2765.0000,EA,002106,413.97,652.99,,26,0,,,,Jabra Engage 65 Mono SE,19.2000,15.0000,9.6000,CM,KG,CCM,004,A,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,A,,486952,0012,0240,,,,,0,0,0,0,476.07,750.94,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,26,,,,Z01,NZ,0,, 0,, 413.97, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006289991,ENGAGE 75 SE STEREO UK VERSION,,9659-583-117,5706991031331,NZ01,0000500062,JABRA,,0.5500,2728.0000,EA,002106,526.85,863.63,,19,50,20260828,,,ENGAGE 75 SE STEREO UK VERSION,19.2000,14.8000,9.6000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,486952,0008,9999,,,,,0,0,0,0,605.88,993.17,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,19,,,,Z01,NZ,0,, 0,, 526.85, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000002536891,Jabra BIZ 2300 USB Duo for MS.,,2399-823-109,5706991016512,NZ01,0000500062,JABRA,,0.2000,1880.0000,EA,002107,210.68,342.57,,15,753,20210205,,,Jabra BIZ 2300 MS Stereo USB-A,19.2000,14.4000,6.8000,CM,KG,CCM,004,B,,IN,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,B,,459444,0012,9999,,,20170411,,0,0,0,0,242.28,393.96,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,15,0,,,Z01,NZ,0,, 0,, 210.68, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000004330195,BIZ 1100 DUO USB,,1159-0158,5706991021707,NZ01,0000500062,JABRA,,0.1240,1201.0000,EA,002107,55.22,97.93,,0,0,,,,BIZ 1100 DUO USB,15.0000,5.2000,15.4000,CM,KG,CCM,004,C,,,,0000500062,403,JABRA Communications Voice Over IP (VOIP),0000104113,NEW,C,,479757,0000,0000,,,19000101,,0,0,0,0,63.5,112.62,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 55.22, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
