Inventory Group,Product Name,RRP Incl GST,List Price,Product Description,Long Description,Colour,EAN Number,Panasonic URL
4321 ENERGY OTHERS,CR-2032PG/2B,85,15.6,CR2032 Coin Batteries (5 x 2pk),"Lithium Coin Button Cell 3 Volt Battery 2 Batteries per Card, 5 Cards per Box 2",,8887549618581,N/A
4321 ENERGY OTHERS,K-KJ55HCC4TA,117,42.74,3 Hour Battery Charger incl 4 x AA Pro Batteries,Eneloop 3HR Quick & Smart Charger + 4 AA PRO batteries N/A,,8887549641374,https://www.panasonic.com/nz/consumer/batteries-and-energy-solutions/rechargeable-batteries/k-kj55hcc4ta.html
4321 ENERGY OTHERS,CR-2016PG/1B,57.6,18.84,BATTERY 3V LITHIUM COIN CR-2016,"Lithium Coin Button Cell 3 Volt Battery 1 Battery per Card, 12 Cards per Box 1",,88875495891540,N/A
4321 ENERGY OTHERS,CR-2025PT/1B,25.5,9.3,3V Lithium Coin Battery (5 x 1pk),"Lithium Coin Button Cell 3 Volt Battery 1 Battery per Card, 5 Cards per Box 1",,4984824396128,https://www.panasonic.com/nz/consumer/batteries-and-energy-solutions/batteries/lithium-batteries/cr-2025pt-1b.html
4321 ENERGY OTHERS,CR-2016PT/1B,25.5,9.3,3V Lithium Coin Battery (5 x 1pk),"Lithium Coin Button Cell 3 Volt Battery 1 Battery per Card, 5 Cards per Box 1",,4984824396111,https://www.panasonic.com/nz/consumer/batteries-and-energy-solutions/batteries/lithium-batteries/cr-2016pt-1b.html
4321 ENERGY OTHERS,CR-2016PT/2B,85,15.6,3V Lithium Coin Battery (5 x 2pk),"Lithium Coin Button Cell 3 Volt Battery 2 Batteries per Card, 5 Cards per Box 2",,8887549781230,https://www.panasonic.com/nz/business/batteries-and-energy-solutions/coin-batteries/cr-2016pt-2b.html
4319 ERV,FV-FP15ZY1,0,162,FV-15 Replacement Filter Set,,,8887549867385,
4319 ERV,FV-FP65ZY1,0,162,FV-65 Replacement Filter Set,,,8887549867415,
4319 ERV,FV-FP1KZY1,0,162,FV-1K Replacement Filter Set,,,8887549867422,
4319 ERV,FV-15ZY125,0,2020,150 m3/H ERV,,,8887549867101,https://www.panasonic.com/nz/hvac/ventilation/enekan-erv/fv-15zy1.html
4319 ERV,FV-35ZY1,,1855,350 m3/H ERV,,,,https://www.panasonic.com/nz/hvac/ventilation/enekan-erv/fv-35zy1.html
4319 ERV,FV-50ZY125,0,2750,500 m3/H ERV,,,8887549867125,https://www.panasonic.com/nz/hvac/ventilation/enekan-erv/fv-50zy1.html
4319 ERV,FV-65ZY125,0,3150,650 m3/H ERV,,,8887549867132,https://www.panasonic.com/nz/hvac/ventilation/enekan-erv/fv-65zy1.html
4319 ERV,FV-FP35ZY1,0,162,FV-35 Replacement Filter Set,,,8887549867392,
4319 ERV,FV-1KZY125,0,4270,1000 m3/H ERV,,,8887549867149,https://www.panasonic.com/nz/hvac/ventilation/enekan-erv/fv-1kzy1.html
4319 ERV,FV-FP50ZY1,0,162,FV-50 Replacement Filter Set,,,8887549867408,
4319 ERV,FV-35ZY125,0,2650,350 m3/H ERV,,,8887549867118,
4318 HEAT PUMP WATER HEATER,RE160AGLH,0,1850,160L Glass Tank,160L Glass Tank,,9314211165054,
4318 HEAT PUMP WATER HEATER,APS250TH,0,3510,250T Stainless Tank,250T Stainless Tank,,,
4318 HEAT PUMP WATER HEATER,HE-UM60AR,0,2625,CO2 Hot water Heat Pump,CO2 Hot Water Heat Pump Outdoor unit,,5025232960064,
4318 HEAT PUMP WATER HEATER,ME215515E30,0,1425,215L Rinnai Hot Water cylinder,215L Rinnai Hot Water cylinder,,,
4318 HEAT PUMP WATER HEATER,12099,,22.5,Element Seal for CO2 HWHP,Element Seal for CO2 HWHP,,,
4318 HEAT PUMP WATER HEATER,31203,,90,2kw Element for CO2 HWHP,2kw Element for CO2 HWHP,,,
4318 HEAT PUMP WATER HEATER,ME215515E35,,2100,215L Rinnai Hot Water cylinder,215L Rinnai Hot Water cylinder,,,
4318 HEAT PUMP WATER HEATER,ME340685E30,0,1725,340L Rinnai Hot Water cylinder,340L Rinnai Hot Water cylinder,,,
4318 HEAT PUMP WATER HEATER,ME275685E36,0,1500,275L Rinnai Hot Water cylinder,275L Rinnai Hot Water cylinder,,,
4318 HEAT PUMP WATER HEATER,SDHP-V1.1,0,375,SMARTCONTROLLER FOR CO2 HWHP,SMARTCONTROLLER FOR CO2 HWHP,,,
4318 HEAT PUMP WATER HEATER,ME275685E30,0,,275L Rinnai Hot Water cylinder,275L Rinnai Hot Water cylinder,,,
4311 MULTI AIRCON,CU-3Z54VBR,0,2100,5.4/7.0kW Multi Inverter Outdoor Unit,5.4/7.0kW Multi Inverter Outdoor Unit,,,
4311 MULTI AIRCON,CU-4Z80VBR,0,3280,8.0/9.4kW Multi Inverter Outdoor Unit,8.0/9.4kW Multi Inverter Outdoor Unit,,,
4311 MULTI AIRCON,CU-2Z52VBR,0,1775,5.2/6.1kW Multi Inverter Outdoor Unit,5.2/6.1kW Multi Inverter Outdoor Unit,,,
4311 MULTI AIRCON,CU-5Z100VBR,0,4100,10.0/12.0kW Multi Inverter Outdoor Unit,10.0/12.0kW Multi Inverter Outdoor Unit,,,
4311 MULTI AIRCON,CU-4Z71VBR,0,2540,7.1/8.5kW Multi Inverter Outdoor Unit,7.1/8.5kW Multi Inverter Outdoor Unit,,,
4311 MULTI AIRCON,CS-MRZ16WKR,0,390,1.6kW Multi Indoor Wall Mounted Unit,1.6kW Multi Indoor unit,,,
4311 MULTI AIRCON,CS-MRZ20WKR,0,410,2.0kW Multi Indoor Wall Mounted Unit,2kW Multi Series Indoor unit,,5025232913114,
4311 MULTI AIRCON,CZ-MA1PA,0,10,Air Conditioning Multi Expander,Air Conditioning Multi Expander,,,
4311 MULTI AIRCON,CZ-MA3PA,0,17,Air Conditioning Multi Reducer,Air Conditioning Multi Reducer,,,
4311 MULTI AIRCON,CZ-MA2PA,0,13,Air Conditioning Multi Expander,Air Conditioning Multi Expander,,,
4310 ROOM AIRCON,CZ-TACG1,199.99,115.5,Wi-Fi Adaptor for RAC,WIFI Adaptor for Highwall and Floor Console White,,9419690042220,https://www.panasonic.com/nz/hvac/air-conditioning/commercial/controls/air-conditioning-wlan-smart-adaptor-comfort-cloud-app.html
4310 ROOM AIRCON,CS/CU-Z80YKR,0,2233,8.0KW AERO SERIES HIGHWALL,8.0/9.0KW HiWall Aero Series R32 NanoeX and Builtin Wifi,,9419690055039,
4310 ROOM AIRCON,CS/CU-RZ80YKR,0,1995,8.0KW DEVELOPER SERIES HIGHWALL,8.0/9.0KW HiWall Developers Series R32 Easy Installation,,9419690055091,
4310 ROOM AIRCON,CU-Z25AKR-1,0,575.4,2.5/3.2kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962198,
4310 ROOM AIRCON,CS-Z25AKRW-1,0,383.6,2.5/3.2kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232961962,
4310 ROOM AIRCON,CU-Z20AKR,0,558.6,2.05/2.8kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025239621746,
4310 ROOM AIRCON,CS-Z20AKRW,0,372.4,2.05/2.8kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232961948,
4310 ROOM AIRCON,CU-Z42AKR,0,747.6,4.2/5.1kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962211,
4310 ROOM AIRCON,CS-Z42AKRW,0,498.4,4.2/5.1kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232961986,
4310 ROOM AIRCON,CU-Z35AKR,0,630,3.5/4.0kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962204,
4310 ROOM AIRCON,CS-Z35AKRW,0,420,3.5/4.0kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232961979,
4310 ROOM AIRCON,CS-Z50AKRW,0,548.8,5.0/6.0kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232961993,
4310 ROOM AIRCON,CS-Z60AKRW-1,0,674.8,6.0/7.2kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232962020,
4310 ROOM AIRCON,CU-Z50AKR-1,0,831.6,5.0/6.0kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962235,
4310 ROOM AIRCON,CS-Z50AKRW-1,0,554.4,5.0/6.0kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232962006,
4310 ROOM AIRCON,CU-Z50AKR,0,823.2,5.0/6.0kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962228,
4310 ROOM AIRCON,CS-Z95AKR,0,980,9.5/10.3kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232962044,
4310 ROOM AIRCON,CU-Z71AKR,0,1163.4,7.1/8.0kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962266,
4310 ROOM AIRCON,CS-Z71AKRW,0,775.6,7.1/8.0kW Highwall Aero Indoor Unit,Aircon Aero Highwall Indoor,,5025232962037,
4310 ROOM AIRCON,CU-Z60AKR-1,0,1012.2,6.0/7.2kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962259,
4310 ROOM AIRCON,CS-RZ35AKRW,0,392,3.5/4.0kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961832,
4310 ROOM AIRCON,CU-RZ25AKR,0,520.8,2.5/3.0kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962051,
4310 ROOM AIRCON,CS-RZ25AKRW,0,347.2,2.5/3.0kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961825,
4310 ROOM AIRCON,CU-Z95AKR,0,1750,9.5/10.3kW Highwall Aero Outdoor Unit,Aircon Aero Highwall Outdoor,,5025232962273,
4310 ROOM AIRCON,CS-RZ50AKRW,0,487.2,5.0/6.0kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961856,
4310 ROOM AIRCON,CU-RZ42AKR,0,659.4,4.2/5.1kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962075,
4310 ROOM AIRCON,CS-RZ42AKRW,0,439.6,4.2/5.1kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961849,
4310 ROOM AIRCON,CU-RZ35AKR,0,588,3.5/4.0kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962068,
4310 ROOM AIRCON,CS-RZ71AKRW,0,691.6,7.1/8.0kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961870,
4310 ROOM AIRCON,CU-RZ60AKR,0,898.8,6.0/6.5kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962099,
4310 ROOM AIRCON,CS-RZ60AKRW,0,599.2,6.0/6.5kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961863,
4310 ROOM AIRCON,CU-RZ50AKR,0,730.8,5.0/6.0kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962082,
4310 ROOM AIRCON,CU-RZ95AKR,0,1610,9.5/10.3kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025329621120,
4310 ROOM AIRCON,CS-RZ95AKR,0,910,9.5/10.3kW Highwall Developer Indoor Unit,Aircon Developer Highwall Indoor,,5025232961887,
4310 ROOM AIRCON,CU-RZ71AKR,0,1037.4,7.1/8.0kW Highwall Developer Outdoor Unit,Aircon Developer Highwall Outdoor,,5025232962105,
4310 ROOM AIRCON,CS-Z80YKR,0,893.2,8.0/9.0kW Highwall Aero Indoor Unit,AIRCON HIGHWALL INDOOR,,5025232943210,
4310 ROOM AIRCON,CS-RZ80YKR,0,798,8.0/9.0kW Highwall Developer Indoor Unit,8.0/9.0kW Highwall Developer Indoor Unit,,5025232943197,
4310 ROOM AIRCON,CZ-RD517C,0,170,RAC Wall Controller,Wired RAC Wall Controller,WHITE,5025232944620,
4310 ROOM AIRCON,CU-RZ80YKR,0,1197,8.0/9.0kW Highwall Developer Outdoor Unit,8.0/9.0kW Highwall Developer Outdoor Unit,,5025232943272,
4310 ROOM AIRCON,CU-Z80YKR,0,1339.8,8.0/9.0kW Highwall Aero Outdoor Unit,AIRCON HIGHWALL OUTDOOR,,5025232943296,
4310 ROOM AIRCON,MISC.AC-COMMISSIONING,,,MISC.AC-COMMISSIONING,MISC.AC-COMMISSIONING,,,
4310 ROOM AIRCON,MISC.AC-INSTALL,,,MISC.AC-INSTALL,,,,
4310 ROOM AIRCON,6231829410,,,WIRE ASSEMBLY,Wire Cable T10,,,
4300 MICROWAVE,NN-TK611SBQP,339.99,181.73,Microwave Trim Kit,"Trim Kit for NNST67JSQPQ, NNST69JSQPQ, NNST665BQPQ Black",BLACK,8887549855498,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk611sbqp.html
4300 MICROWAVE,NN-TK81KCSCP,529.99,334.77,Microwave Trim Kit,Trim Kit for NN-CD87KSQPQ & NN-CD88QSQPQ Microwaves,,5025232895168,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk81kcscp.html
4300 MICROWAVE,NN-ST21QWQPQ,359.99,143.47,Compact Microwave 20L - White,"20 Litres, 800W, 255mm Turntable, 8 Pre-programmed Auto Menus, Auto Defrost, Quick 30 Function, White LED Display, White",WHITE,8887549869129,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-st21qwqpq.html
4300 MICROWAVE,NN-ST22QBQPQ,359.99,143.47,Compact Microwave 20L - Black,"20 Litres, 800W, 255mm Turntable, 8 Pre-programmed Auto Menus, Auto Defrost, Quick 30 Function, White LED Display, Black",BLACK,8887549869167,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-st22qbqpq.html
4300 MICROWAVE,NN-SF56QBQPQ,629.99,267.82,Flatbed Inverter Microwave 27L - Black,"27 Litres, 1000W, No Turntable with Flatbed Design, 17 Pre-programmed Auto Menus, Inverter Technology, Turbo Defrost, White LED Display, Optional Trim Kit, Black",BLACK,8887549875793,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-sf56qbqpq.html
4300 MICROWAVE,NN-SF57QSQPQ,719.99,286.95,Flatbed Inverter Microwave 27L - Silver,"27 Litres, 1000W, No Turntable with Flatbed Design, 17 Pre-programmed Auto Menus, Inverter Technology, Turbo Defrost, White LED Display, Optional Trim Kit, Silver with Stainless Steel Door Trim",SILVER,8887549875809,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-sf57qsqpq.html
4300 MICROWAVE,NN-ST65QBQPQ,529.99,229.55,Inverter Microwave 32L - Black,"32 Litres, 1100W, 340 mm Turntable, 20 Pre-programmed Auto Menus, Inverter and Genius Sensor Technology, Turbo Defrost, Quick 30 Function, White LED Display, Optional Trim Kit, Black",BLACK,8887549875816,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-st65qbqpq.html
4300 MICROWAVE,NN-TK510FBQP,339.99,181.73,Trim Kit for Flatbed Microwaves - Black,"Trim kit for NN-SF56QB Flatbed Microwave, Black",BLACK,8887549875823,
4300 MICROWAVE,NN-ST34NWQPQ,389.99,162.6,25L Compact Microwave,"25 Litres, 900 Watts, 288mm Turntable, Electronic Touch Pad, Push Button Door Opening, Turbo Defrost, White LED Display White",WHITE,8887549813825,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-st34nwqpq.html
4300 MICROWAVE,NN-ST64QWQPQ,499.99,326.95,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Beep On/Off Feature, White",WHITE,8887549887741,
4300 MICROWAVE,NN-ST65QWQPQ,599.99,347.82,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Beeps On/Off Feature, White",WHITE,8887549887826,
4300 MICROWAVE,NN-ST69QSQPQ,769.99,452.17,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Beep On/Off Feature, Stainless Steel",STAINLESS STEEL,8887549887864,
4300 MICROWAVE,NN-ST66QBQPQ,599.99,347.82,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Beep On/Off Feature, Black",BLACK,8887549887833,
4300 MICROWAVE,NN-ST67QSQPQ,629.99,417.38,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Beep On/Off Feature, Stainless Steel",STAINLESS STEEL,8887549887840,
4300 MICROWAVE,NN-ST34NBQPQ,389.99,162.6,25L Compact Microwave,"25 Litres, 900 Watts, 288mm Turntable, Electronic Touch Pad, Push Button Door Opening, Turbo Defrost, White LED Display Black",BLACK,8887549813740,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/microwave-only/nn-st34nbqpq.html
4300 MICROWAVE,NN-TK612GSQP,339.99,181.73,Microwave Trim Kit,"Trim Kit for NNST67JSQPQ, NNST69JSQPQ, NNST665BQPQ Stainless Steel",STAINLESS STEEL,8887549483592,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk612gsqp.html
4300 MICROWAVE,NN-TK712SSQP,429.99,239.12,Microwave Trim Kit,"Trim Kit for NNST78LS, NNSD79LS Stainless Steel",STAINLESS STEEL,8887549490811,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk712ssqp.html
4300 MICROWAVE,NN-TK816CSCP,529.99,286.95,Microwave Trim Kit,Trim Kit for NNCS894SQPQ Stainless,,5025238515770,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk81lcscp.html
4300 MICROWAVE,NN-TK510FWQP,339.99,181.73,Microwave Trim Kit,"Trim Kit for NNSF550, NNSF564  White",WHITE,8887549372605,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk510fwqp.html
4300 MICROWAVE,NN-TK510FSQP,339.99,181.73,Microwave Trim Kit for Model NN-SF574 & NN-SF57,"Trim Kit for NN-SF574, NN-SF57 Stainless Steel",,8887549421891,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk510fsqp.html
4300 MICROWAVE,NN-SF564WQPQ,599.99,229.56,27L Flatbed Microwave,"27 Litres, 1000 Watts, No Turntable, Flatbed White",WHITE,8887549553127,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-sf564wqpq.html
4300 MICROWAVE,NN-SD79LSQPQ,1099.99,411.29,44L Inverter Microwave,"44 Litre, 1100 Watts, Cyclonic Inverter, Dial Control, 380 mm Turntable, Genius Sensor Stainless Steel",STAINLESS STEEL,8887549832017,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-sd79ls.html
4300 MICROWAVE,NN-ST75LBQPQ,729.99,267.82,44L Inverter Microwave,"44 Litre, 1100 Watts, Cyclonic Inverter, 380 mm Turntable, Genius Sensor Black",BLACK,8887549832024,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-st75lb.html
4300 MICROWAVE,NN-ST665BQPQ,529.99,210.43,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, Genius Sensor, One Touch Cooking Black",BLACK,8887549592171,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-st665bqpq.html
4300 MICROWAVE,NN-ST67JSQPQ,629.99,267.82,32L Inverter Microwave,"Touchpanel Control, 32 Litre, 1100 Watts, 340 mm Turntable, Genius Sensor Stainless Steel",STAINLESS STEEL,8887549725357,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-st67jsqpq.html
4300 MICROWAVE,NN-TK813CSCP,419.99,277.38,Microwave Trim Kit,Trim Kit for NNCF874BQPQ Stainless Steel,,5025232760169,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk81lcscp.html
4300 MICROWAVE,NN-ST64JWQPQ,,210.42,32L Inverter Microwave,"32 Litre, 1100 Watts, 340 mm Turntable, 5 Stage Memory White",WHITE,,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/standard/nn-st64jwqpq.html
4300 MICROWAVE,NN-CT56MBQPQ,899.99,334.77,27L Combination Microwave,"27 Litres, 1000 Watts, 340mm Turntable, Convection Black",BLACK,8887549799730,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/convection-grill-microwaves/nn-ct56mbqpq.html
4300 MICROWAVE,NN-DS59NBQPQ,1649.99,554.77,27L Combination Microwave,"27 Litre, 1000 Watts, No Turntable, Flat Bed, Inverter, White LCD Display, Direct Steam Technology (Steam only cooking) Black",BLACK,8887549821110,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/premium-combination/nn-ds59nbqpq.html
4300 MICROWAVE,NN-TK81LCSCP,699.99,286.95,Microwave Trim Kit,Trim kit for NNCS89LBQPQ Stainless Steel,STAINLESS STEEL,5025232915255,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk81lcscp.html
4300 MICROWAVE,NE-1853QDQ,2999.99,1760,18L Commercial Microwave,"18 Litres, 1800W, Flatbed Design, Dual Magnetrons, 5 Stage Cooking, Gentle Thawing, LCD Display, Easy-to-clean Stainless Steel",,9419690054445,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/commercial/ne-1853qpq.html
4300 MICROWAVE,NN-CD88QSQPQ,1799.99,573.9,34L Combination Microwave with Air Fry - Stainless Steel,"34 Litres, 1000 Watts, 360mm Turntable, Convection, Grill, Air Fry Function, Stainless Steel",STAINLESS STEEL,8887549881343,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/premium-combination/nn-cd88qsqpq.html
4300 MICROWAVE,NN-TK611SWQP,339.99,181.73,"Trim Kit for NNST64JWQPQ, NNST641WQPQ White","Trim Kit for NNST64JWQPQ, NNST641WQPQ White",WHITE,8887549449246,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/trim-kit-all/nn-tk611swqp.html
4300 MICROWAVE,NE-1037QDQ,2799.99,770,22L Commercial Microwave,"1000W, 22LProfessional Microwave with 10 Programmable Memory Pads, ideal for small restaurants Silver",STAINLESS STEEL,8887549786815,https://www.panasonic.com/nz/consumer/home-appliances/microwaves/commercial/ne-1037qtq.html
4208 GAMING SPEAKER,SC-GNW10E,499.99,260.86,Wireless Gaming Neck Speaker,"Industry first 4 channel Wireless neck speaker for gaming, : 3 Gaming Sound Modes (RPG / FPS / Voice) plus Music & Cinema Modes, Ai Noise and Echo Cancelling Dual Microphones, USB 3.0, Compatible with",BLACK,5025232953776,https://www.panasonic.com/nz/consumer/television-audio/audio/gaming-speakers/sc-gnw10e.html
4208 GAMING SPEAKER,SC-GN01E,299.99,136.95,4 Channel Wearable Gaming Speaker,"Industry first 4 channel neck speaker for gaming, FINAL FANTASY? XIV Online Recommends: 3 Gaming Sound Modes (RPG / FPS / Voice) plus Music & Cinema Modes, Noise and Echo Cancelling Dual Microphones,",,5025232921195,https://www.panasonic.com/nz/consumer/home-entertainment/gaming/sc-gn01e.html
4206 MICRO COMPO,SC-PMX802GNK,949.99,460.86,120W Micro Stereo with Chromecast,"120W JENO Engine, Chromecast, Air Play 2, HiRes Audio Playbck, CD, USB, Bluetooth, AUX in Auto Play",BLACK,8887549854330,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-pmx802gn-k.html
4206 MICRO COMPO,SC-HC2020GNK,529.99,260.86,40W Micro System with Chromecast,"40W, 2ch Lincs DAmp, Google Chromecast built in, WiFi, Bluetooth, CD, USB, FM Radio, DAB+, D. Bass, Surround Mode, Wall Mountable",BLACK,8887549709005,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-hc2020gnk.html
4206 MICRO COMPO,SC-PM250GN-S,299.99,117.38,20W Micro System with CD - Silver,"20W ,CD, Full Digital Amplifier System, XBS Master, Bluetooth, Bluetooth ReMaster, USB, FM, AM",SILVER,8887549555800,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-pm250gn-s.html
4206 MICRO COMPO,SC-PMX92GN-S,649.99,313.03,120W Micro System with CD,"120W, HiRes Audio Playbck, CD, USB, Lincs DAmp , Bluetooth, AUX in Auto Play",SILVER,8887549728785,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-pmx92gn-s.html
4206 MICRO COMPO,SC-HC200GN-K,279.99,121.73,20W Micro System with CD,"20W, 2ch, Bluetooth, Bluetooth Remaster, CD, USB, AM/FM Radio, D. Bass, Surround Sound Mode",BLACK,8887549707964,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-hc200gn-k.html
4206 MICRO COMPO,SC-PM700GN-S,469.99,199.99,80W Micro System,"80 Watts RMS, 2 way bass reflex speakers, CD, USB, Wireless Connectivity with Bluetooth",SILVER,8887549847486,https://www.panasonic.com/nz/consumer/home-entertainment/micro-systems/sc-pm700gns.html
4204 MINI COMPO,SC-TMAX15GSK,529.99,260.86,300W Party Speaker,"300W Compact Double woofer Audio system with Bluetooth, USB, Mic & Guitar inputs, Optical in. & coulor LED Lighting with patterns. Horizontal and vertical placement plus carry handle.",,8887549853418,https://www.panasonic.com/nz/consumer/television-audio/audio/bluetooth-speakers/sc-tmax15.html
4204 MINI COMPO,SC-TMAX45GSK,949.99,434.77,1000W Party Speaker,"1000W High Power Double woofer Audio system with Bluetooth, USB, Mic & Guitar inputs, Optical in. & coulor LED Lighting with patterns. Horizontal and vertical placement plus carry handle.",,8887549853395,https://www.panasonic.com/nz/consumer/television-audio/audio/bluetooth-speakers/sc-tmax45.html
4204 MINI COMPO,SC-AKX710GSK,749.99,304.34,2000W Mini System,"2000W 2 ChannelBT/CD/USB Minisystem with Airquake Bass, 180 Deg Sound, DJ JukeBox, DJ Sampler, MaxDJ Effect, Full Karaoke, 2 Mic Jacks, 4GB Internal Memory, Dual 20cm Subwoofers, Optical Input, BT Rec",,8887549716010,https://www.panasonic.com/nz/consumer/home-entertainment/mini-system-party-speaker/SC-AKX710GSK.html
4204 MINI COMPO,SC-AKX320GNK,499.99,173.9,450W Mini System,"450W (RMS), 2ch, CD, USB 2.0 x2 (play only), FM/AM Tuner, Bluetooth, MAX Juke app, Digital Amp, DJ Jukebox, Rotary music selection while playback, 3 way 3 speakers, Woofer 16cm cone type, Tweeter 6cm",BLACK,8887549731587,https://www.panasonic.com/nz/consumer/home-entertainment/mini-system-party-speaker/sc-akx320gnk.html
4204 MINI COMPO,SC-BMAX5WW-K,449.99,260.86,75W Party Box Speaker with Battery,"Panasonic Battery powered Party box, 75W, 9hr Playback, Bluetooth, USB, Aux, Mic & Guitar input,",,9419690057330,https://www.panasonic.com/nz/consumer/television-audio/audio/bluetooth-speakers/sc-bmax5.html
4204 MINI COMPO,SC-BMAX10WWK,599.99,347.82,150W Party Box Speaker with Battery,"Panasonic Battery powered Party box, 150W, 15hr Playback, Bluetooth, USB, Aux, Mic & Guitar input,",,9419690057347,https://www.panasonic.com/nz/consumer/television-audio/audio/bluetooth-speakers/sc-bmax10.html
4204 MINI COMPO,SC-UX100GN-K,349.99,156.51,300W Mini System,"300W RMS, Bluetooth, 2 channel digital amplifiers, Large 13cm woofer, Compatible Max Jukebox App, Blue Illumination",BLACK,8887549653469,https://www.panasonic.com/nz/consumer/home-entertainment/mini-system-party-speaker/sc-ux100gn.html
