Product Code,Name,Description,Main,Price,Brand,Category Code,Supplier Product Code,Bar Code,RRP
BAS80304,Baseus Cafule Cable Usb For Micro 2.4A 0.5M Gray+Black,Baseus Cafule Cable Usb For Micro 2.4A 0.5M Gray+Black,0,5.57,Baseus,CABLES - Other Cables,CAMKLF-AG1,6953156280304,8.9
BAS82278,Baseus L41 Type-C (input) for Type-C female connectors + 3.5 mm female connector adapters Black,Baseus L41 Type-C (input) for Type-C female connectors + 3.5 mm female connector adapters Black,0,10.58,Baseus,ADAPTORS / CONVERTERS,CATL41-01,6953156282278,16.9
BAS84401,Baseus Golden Cudgel Capacitive Stylus Pen Black,Baseus Golden Cudgel Capacitive Stylus Pen Black,9,16.84,Baseus,ACCESSORIES,ACPCL-01,6953156284401,26.9
BAS84418,Baseus Golden Cudgel Capacitive Stylus Pen Silver,Baseus Golden Cudgel Capacitive Stylus Pen Silver,0,16.84,Baseus,ACCESSORIES,ACPCL-0S,6953156284418,26.9
BAS84739,Baseus Fish-eye Spring Data Cable USB For Type-C 2A 1m Black,Baseus Fish-eye Spring Data Cable USB For Type-C 2A 1m Black,24,10.58,Baseus,CABLES - Other Cables,CATSR-01,6953156284739,16.9
BAS85224,Baseus Cafule Type-C PD2.0 60W flash charging data line (20V 3A) 2m Red,Baseus Cafule Type-C PD2.0 60W flash charging data line (20V 3A) 2m Red,56,8.7,Baseus,CABLES - Other Cables,CATKLF-H09,6953156285224,13.9
BAS85248,Baseus Cafule Type-C PD2.0 60W flash charging data line (20V 3A) 2m Red+Black,Baseus Cafule Type-C PD2.0 60W flash charging data line (20V 3A) 2m Red+Black,27,8.7,Baseus,CABLES - Other Cables,CATKLF-H91,6953156285248,13.9
BAS86535,Baseus Circular Plastic A+C 30W PPS Car Charger Black,Baseus Circular Plastic A+C 30W PPS Car Charger Black,0,18.09,Baseus,ACCESSORIES,CCALL-YS01,6953156286535,28.9
BAS91508,Baseus Metal Age Gravity Car Mount (CD Version) Black,Baseus Metal Age Gravity Car Mount (CD Version) Black,0,18.72,Baseus,MobilePhone/Tablet Accessories,SUYL-J01,6953156291508,29.9
BAS91638,Baseus Unlimited adjustment lazy phone holder gery,Baseus Unlimited adjustment lazy phone holder gery,18,29.37,Baseus,MobilePhone/Tablet Accessories,SULR-0G,6953156291638,46.9
BAS91645,Baseus Unlimited adjustment lazy phone holder silver,Baseus Unlimited adjustment lazy phone holder silver,20,28.74,Baseus,MobilePhone/Tablet Accessories,SULR-0S,6953156291645,45.9
BAS96282,Baseus Stick on Silicone Card Holder for Mobile Phone French Grey,Baseus Stick on Silicone Card Holder for Mobile Phone French Grey,0,8.7,Baseus,BAGS,ACKD-B0G,6953156296282,13.9
BAS96923,Baseus High Efficiency One to Two Cigarette Lighter(dual-cigarette lighter 80W +dual USB 3.1A)Black,Baseus High Efficiency One to Two Cigarette Lighter(dual-cigarette lighter 80W +dual USB 3.1A)Black,0,23.11,Baseus,MobilePhone/Tablet Accessories,CRDYQ-01,6953156296923,32.9
BAS97845,Baseus Type-C Male to 3.5mm Female Adapter L54 Black,Baseus Type-C Male to 3.5mm Female Adapter L54 Black,0,8.7,Baseus,ADAPTORS / CONVERTERS,CATL54-01,6953156297845,13.9
BD-400,8ware USB Bluetooth Adapter Version 4.0,8ware USB Bluetooth Adapter Version 4.0,89,5.85,8WARE,ACCESSORIES,BD-400,9341756002506,19.0
BT-B201-GRY,Ergonomical Height Adjust kids desk and chair set- Grey,Ergonomical Height Adjust kids desk and chair set- Grey,19,206.1,LUMI,ACCESSORIES,B201-GRY,9341756013397,299.0
BT-B201-PNK,Ergonomical Height Adjust kids desk and chair set- Pink,Ergonomical Height Adjust kids desk and chair set- Pink,9,206.1,LUMI,ACCESSORIES,B201-PNK,9341756013403,299.0
BT-CM01-1,PVC Chair Mat,PVC Chair Mat,442,29.2,LUMI,ACCESSORIES,CM01-1,9420066900419,46.99
BT-CMT-26,Lumi Matte Black Ultra Wide Adjustable Under-Desk & Wall PC / Gaming PC Mount - Holds Cases up to 29cm in Width,Lumi Matte Black Ultra Wide Adjustable Under-Desk & Wall PC / Gaming PC Mount - Holds Cases up to 29cm in Width,0,67.78,LUMI,Monitor,CMT-26,9420066900570,99.0
BT-DTM12-C034N,Economy Triple Monitor Steel Monitor Arm 13-32,Economy Triple Monitor Steel Monitor Arm 13-32,6,56.81,LUMI,MobilePhone/Tablet Accessories,DTM12-C034N,9420066900556,85.9
BT-DTM13-C024,Economy Dual-Screen Spring-Assisted Monitor Arm,Economy Dual-Screen Spring-Assisted Monitor Arm,0,85.98,LUMI,MobilePhone/Tablet Accessories,LDT13-C024,9420066900464,129.99
BT-DTM33-C024,DUAL MONITORS ARTICULATING MONITOR ARM 17’’-32’’,DUAL MONITORS ARTICULATING MONITOR ARM 17’’-32’’,120,57.0,LUMI,ACCESSORIES,BT-DTM33-C024,9420066900174,95.0
BT-DTM34-C012,"Gas Spring Single Aluminum Monitor Arm for 17""-32""","Gas Spring Single Aluminum Monitor Arm for 17""-32""",125,54.0,LUMI,ACCESSORIES,DTM34-C012,9420066900150,89.0
BT-DTM63-C024,Dual Monitor Economical Spring-Assisted Monitor Arm,Dual Monitor Economical Spring-Assisted Monitor Arm,0,60.0,LUMI,MobilePhone/Tablet Accessories,LDT63-C024,9420066900488,109.99
BT-DTM71-C024N,Dual Monitor Pipe-Shaped Counterbalance Spring-Assisted Monitor Arm,Dual Monitor Pipe-Shaped Counterbalance Spring-Assisted Monitor Arm,155,66.12,LUMI,MobilePhone/Tablet Accessories,LDT71-C024N,9420066900471,99.99
BT-DTM94-C012UC,Lumi FlexPrecision Cost-Effective Gas Spring Monitor Arm with USB Ports White,Lumi FlexPrecision Cost-Effective Gas Spring Monitor Arm with USB Ports White,0,59.41,LUMI,MobilePhone/Tablet Accessories,DTM94-C012UC,9420066900686,89.9
BT-DTM94-C024UC,Lumi FlexPrecision Cost-Effective Gas Spring Dual Monitor Arm with USB Ports White,Lumi FlexPrecision Cost-Effective Gas Spring Dual Monitor Arm with USB Ports White,0,105.67,LUMI,MobilePhone/Tablet Accessories,DTM94-C024UC,9420066900693,159.9
BT-DTM97-C012UC,Lumi Super Economical Gas Spring Monitor Arm with USB Ports Black,Lumi Super Economical Gas Spring Monitor Arm with USB Ports Black,0,52.8,LUMI,MobilePhone/Tablet Accessories,DTM97-C012UC,9420066900631,79.9
BT-DTM97-C024UC,Lumi Super Economical Gas Spring Dual Monitor Arm with USB Ports Black,Lumi Super Economical Gas Spring Dual Monitor Arm with USB Ports Black,0,92.45,LUMI,MobilePhone/Tablet Accessories,DTM97-C024UC,9420066900648,139.9
BT-DVD-20,"Universal DVD Bracket, Black","Universal DVD Bracket, Black",21,9.5,LUMI,Audio and Visual Products,DVD-20,9341756005927,29.0
BT-DWS01-C02,"Single Monitor Sit-Stand Workstation. Fit for most 13""-27"" LCD monitors and screens","Single Monitor Sit-Stand Workstation. Fit for most 13""-27"" LCD monitors and screens",58,118.6,LUMI,Audio and Visual Products,SWS01-C02,9341756012802,169.0
BT-FR-10B,Lumi Adjustable Foot Rest Black,Lumi Adjustable Foot Rest Black,0,39.59,LUMI,MobilePhone/Tablet Accessories,FR-10B,9420066900747,59.9
BT-FS08-44T,"FS08-44T Tilting TV Mount with Portable Tripod Stand 32""-55"", 35KG max, VESA200x200,300x300,","FS08-44T Tilting TV Mount with Portable Tripod Stand 32""-55"", 35KG max, VESA200x200,300x300,",71,45.3,LUMI,Audio and Visual Products,TT08-44T,9341756019894,95.0
BT-FSAAS03-8S,"Foldable Stepless Adjustment Aluminium Riser For Most 11""-17"" laptops, tablets, and E-Readers","Foldable Stepless Adjustment Aluminium Riser For Most 11""-17"" laptops, tablets, and E-Readers",274,52.92,LUMI,MobilePhone/Tablet Accessories,LPS03-8S,9420066900518,79.99
BT-FTLRLW-01,Foldable Tabletop Laptop Riser,Foldable Tabletop Laptop Riser,158,46.27,LUMI,MobilePhone/Tablet Accessories,PLW-01,9420066900525,69.99
BT-GS09-BS02,LUMI Racing Simulator Cockpit with Gear Shift Mount,LUMI Racing Simulator Cockpit with Gear Shift Mount,0,303.93,LUMI,ACCESSORIES,GS09-BS02,9420066900587,459.9
BT-LCD-504A,"LCD TV Ceiling Bracket Vesa 50/75/100/200m fit screen size 23""-42""","LCD TV Ceiling Bracket Vesa 50/75/100/200m fit screen size 23""-42""",62,19.0,LUMI,Audio and Visual Products,LCD-504A,9341756000243,39.0
BT-LCD-LDTBASE,Desk Stand For LCD-LDT Bracket Range,Desk Stand For LCD-LDT Bracket Range,24,25.5,LUMI,Audio and Visual Products,LCD-LDTBASE,9341756019955,59.0
BT-LCDT9,Dual (2) LCD Monitor Table Stand w/Arm & Desk Clamp Up to 23 Black,Dual (2) LCD Monitor Table Stand w/Arm & Desk Clamp Up to 23 Black,17,55.0,LUMI,VIDEO PRODUCTS,LCD-T9,9341756000427,110.0
BT-LDT02-C024,"Elegant Aluminum Dual Monitor Arm to 13""-27"" ","Elegant Aluminum Dual Monitor Arm to 13""-27"" ",229,79.4,LUMI,Audio and Visual Products,LCD-LDT02-C024,9341756002667,115.0
BT-LDT06-C02,"Outstanding Dual LCD Desk Mounts with Desk Clamp VESA 75/100mm Up to 27""","Outstanding Dual LCD Desk Mounts with Desk Clamp VESA 75/100mm Up to 27""",46,59.51,LUMI,ACCESSORIES,LDT06-C02,9341756003404,115.0
BT-LDT10-C012,Single Aluminium Interactive Counterbalance Single Monitor Arm 13’’-32’’,Single Aluminium Interactive Counterbalance Single Monitor Arm 13’’-32’’,19,49.0,LUMI,ACCESSORIES,LDT10-C012,9341756016459,79.0
BT-LDT10-C024,Dual Aluminum Interactive Counterbalance Monitor Arm for most 13-32 LCD Monitors,Dual Aluminum Interactive Counterbalance Monitor Arm for most 13-32 LCD Monitors,83,102.0,LUMI,ACCESSORIES,DTM10-C024,9341756016466,145.0
BT-LDT11-C012,"Aluminum LCD VESA Desk Mounts for LCD Screen Size 13""-27""","Aluminum LCD VESA Desk Mounts for LCD Screen Size 13""-27""",110,49.95,LUMI,Audio and Visual Products,LDT11-C012,9341756013311,85.0
BT-LDT11-C024,"Aluminum LCD VESA Desk Mounts for LCD Screen Size 13""-27"" (dual)","Aluminum LCD VESA Desk Mounts for LCD Screen Size 13""-27"" (dual)",640,57.0,LUMI,Audio and Visual Products,LDT11-C024,9341756013328,90.0
BT-LDT12-C024N,Economy Dual Monitor Steel Monitor Arm 13’’-32’’,Economy Dual Monitor Steel Monitor Arm 13’’-32’’,294,45.0,LUMI,ACCESSORIES,LDT12-C024N,9341756016541,85.0
BT-LDT16-C024,"Gas Spring Dual Monitor Arm for 17""-32""","Gas Spring Dual Monitor Arm for 17""-32""",187,99.0,LUMI,ACCESSORIES,LDT16-C024,9341756017159,159.0
BT-LP42-44DT,"TV bracket. Fit for most 32""-55"" LED, 3D LED, LCD, Plasma TVs","TV bracket. Fit for most 32""-55"" LED, 3D LED, LCD, Plasma TVs",0,18.0,LUMI,Audio and Visual Products,TV42-44DT,9341756012710,50.0
BT-LPA35-442,"Aluminum Slim Sliding Full-Motion TV Wall Mount For most 23""-55"" LED, LCD Flat Panel","Aluminum Slim Sliding Full-Motion TV Wall Mount For most 23""-55"" LED, LCD Flat Panel",39,33.0,LUMI,Audio and Visual Products,LPA35-442,9341756010884,95.0
BT-LPA36-466,"Economy Solid Full Motion TV Wall Mount for 37""-70"" LED, LCD Flat Panel TVs","Economy Solid Full Motion TV Wall Mount for 37""-70"" LED, LCD Flat Panel TVs",69,72.1,LUMI,ACCESSORIES,LPA36-466,9341756012789,105.0
BT-LRS01-SR01,Single Monitor Stand,Single Monitor Stand,2,126.0,LUMI,Gaming Chair,LRS01-SR01,9341756019863,179.0
BT-LRS01-SR02,Triple Monitor Stand -Free Standing Model,Triple Monitor Stand -Free Standing Model,6,195.0,LUMI,Gaming Chair,LRS01-SR02,9420066900242,275.0
BT-LRS02-SR02,Triple Monitor Mount - Attaches to the Racing Sim,Triple Monitor Mount - Attaches to the Racing Sim,5,122.0,LUMI,Gaming Chair,LRS02-SR02,9341756019856,175.0
BT-MPS06-1,MPS06-1 PROFESSIONAL MICROPHONE BOOM ARM STAND,MPS06-1 PROFESSIONAL MICROPHONE BOOM ARM STAND,249,72.1,LUMI,Audio and Visual Products,BT-MPS06-1,9420066900129,105.0
BT-MTV63-466,"Economy Solid Full Motion TV Wall Mount for 37""-80"" LED, LCD Flat Panel TVs","Economy Solid Full Motion TV Wall Mount for 37""-80"" LED, LCD Flat Panel TVs",127,56.7,LUMI,Audio and Visual Products,BT-MTV63-466,9420066900181,89.0
BT-MTV85-446,Lumi super economy full-motion TV mount Black,Lumi super economy full-motion TV mount Black,2,46.2,LUMI,MobilePhone/Tablet Accessories,MTV85-446,9420066900723,69.9
BT-PAD12-02A,"Anti-Theft Secure Enclosure Floor Stand for  iPad 2,3,4,Air &Air 2 - Black","Anti-Theft Secure Enclosure Floor Stand for  iPad 2,3,4,Air &Air 2 - Black",1,39.0,LUMI,MobilePhone/Tablet Accessories,PAD12-02A,9341756006719,49.0
BT-PLB43,"Plasma/LCD TV Ultra-Slim Tilting Wall Bracket w/ spirit-level up to 70""","Plasma/LCD TV Ultra-Slim Tilting Wall Bracket w/ spirit-level up to 70""",58,22.5,LUMI,Audio and Visual Products,PLB-43,9341756007693,49.0
BT-PRB1,Projector Ceiling Mount Bracket Black up to 10kg,Projector Ceiling Mount Bracket Black up to 10kg,28,19.5,LUMI,VIDEO PRODUCTS,CPM-1,9341756000403,39.0
BT-PSAA135,"RPS135 135"" (3Mx1.68M) Electric Projector Screen (16:9 ratio)","RPS135 135"" (3Mx1.68M) Electric Projector Screen (16:9 ratio)",4,262.89,LUMI,Audio and Visual Products,RPS135,9341756007914,419.9
BT-PSDA65,"65"" (1.45m x 0.81m) Tripod Portable Projector Screen (16:9 ratio) Black","65"" (1.45m x 0.81m) Tripod Portable Projector Screen (16:9 ratio) Black",11,81.4,LUMI,Audio and Visual Products,PSDA65,9341756007907,115.0
BT-S08-22RSE-B-BLK,Bracom SINGLE MOTOR SIT-STAND DESK WITH 1200x600mm DESKTOP - Black,Bracom SINGLE MOTOR SIT-STAND DESK WITH 1200x600mm DESKTOP - Black,0,236.45,LUMI,FUR,S08-22RSE-B  Black,9420066900785,339.9
BT-S08-22RSE-B-WH,Bracom SINGLE MOTOR SIT-STAND DESK WITH 1200x600mm DESKTOP - White,Bracom SINGLE MOTOR SIT-STAND DESK WITH 1200x600mm DESKTOP - White,42,236.45,LUMI,FUR,S08-22RSE-B  White,9420066900792,339.9
BT-STB-062,Universal Tabletop Monitor Riser,Universal Tabletop Monitor Riser,145,20.7,LUMI,Audio and Visual Products,STB-062,9341756012871,35.0
BT-STB-071,Deluxe Desktop Laptop Adjustable Raiser,Deluxe Desktop Laptop Adjustable Raiser,142,36.1,LUMI,CABLES - Display Rack,STB-071,9341756017883,55.0
BT-STB-072,Deluxe Desktop Monitor/Laptop Adjustable Raiser,Deluxe Desktop Monitor/Laptop Adjustable Raiser,73,28.0,LUMI,CABLES - Display Rack,DRS-072,9341756017890,55.0
BT-STB-143,Universal Tabletop Monitor Riser with drawer,Universal Tabletop Monitor Riser with drawer,65,19.0,LUMI,Audio and Visual Products,STB-143,9341756019931,49.0
BT-TT30-44F-01,Lumi Tripod Stylish Easel Studio TV Floor Stand Matte Black & Walnut,Lumi Tripod Stylish Easel Studio TV Floor Stand Matte Black & Walnut,14,85.85,LUMI,MobilePhone/Tablet Accessories,TT30-44F-01,9420066900662,129.9
BT-TT30-46F-01,Lumi Four-Legged Stylish Easel Studio TV Floor Stands (Metal & Wood) upto 40kg Matte Black & Walnut,Lumi Four-Legged Stylish Easel Studio TV Floor Stands (Metal & Wood) upto 40kg Matte Black & Walnut,45,138.72,LUMI,MobilePhone/Tablet Accessories,TT30-46F-01,9420066900679,209.9
BT-TT38-22TE,Lumi Chic Display Floor Stand White,Lumi Chic Display Floor Stand White,0,66.03,LUMI,MobilePhone/Tablet Accessories,TT38-22TE,9420066900716,99.9
BT-TT38-22TW,"Mobile Spring assisted Display Floor Stand White Fit Most 17""-43""","Mobile Spring assisted Display Floor Stand White Fit Most 17""-43""",106,92.53,LUMI,MobilePhone/Tablet Accessories,TT38-22TW,9420066900549,139.9
BT-TT38-46TW,Lumi Heavy-Duty Mobile TV Floor Stand upto 86 inch TV White,Lumi Heavy-Duty Mobile TV Floor Stand upto 86 inch TV White,0,138.72,LUMI,MobilePhone/Tablet Accessories,TT38-46TW,9420066900709,209.9
BT-TT54-22T-02W,Lumi Mobile Display Floor Stand with Integrated Cable Management Fine Texture Light Brown & Beech,Lumi Mobile Display Floor Stand with Integrated Cable Management Fine Texture Light Brown & Beech,12,99.07,LUMI,MobilePhone/Tablet Accessories,TT54-22T-02W,9420066900730,149.9
BT-TT57-22TW,Lumi Fully-Adjustable Mobile Mechanical Spring Display Floor Stand (Max. VESA: 200x200) White,Lumi Fully-Adjustable Mobile Mechanical Spring Display Floor Stand (Max. VESA: 200x200) White,0,112.28,LUMI,MobilePhone/Tablet Accessories,TT57-22TW,9420066900655,169.9
BT-TTV1040,VERSATILE & COMPACT STEEL TV CART Support 37-70 inch TV 50KG,VERSATILE & COMPACT STEEL TV CART Support 37-70 inch TV 50KG,62,119.6,LUMI,ACCESSORIES,TTV1040,9420066900372,166.1
BT-VUSAS03-17,"Ventilated Ultra Slim Aluminium Laptop Stand for 11""-17"" laptops, tablets, E-Readers","Ventilated Ultra Slim Aluminium Laptop Stand for 11""-17"" laptops, tablets, E-Readers",186,39.71,LUMI,MobilePhone/Tablet Accessories,LPS03-17,9420066900501,59.99
BT-XC-7,CPU Holder Under Desk Mount – Black,CPU Holder Under Desk Mount – Black,107,39.0,LUMI,ACCESSORIES,XC-7,9341756006160,60.0
CASE-ANT-AX1000,Antec AX1000 ARGB gaming case,Antec AX1000 ARGB gaming case,9,112.28,Antec,PC CASES,0-761345-10240-7,761345102407,169.9
CASE-ANT-C5,Antec C5 ARGB Tower Case,Antec C5 ARGB Tower Case,3,158.65,Antec,PC CASES,0-761345-10033-5,761345100335,239.9
CASE-ANT-C5C,Antec C5 Curve ARGB mid tower case,Antec C5 Curve ARGB mid tower case,0,158.54,Antec,PC CASES,0-761345-10225-4,761345102254,239.9
CASE-ANT-C5CW,Antec C5 Curve ARGB White mid tower case,Antec C5 Curve ARGB White mid tower case,0,158.54,Antec,PC CASES,0-761345-10226-1,761345102261,239.9
CASE-ANT-C8,Antec Constellation C8 Full-View E-ATX 440mm GPU PC Case,Antec Constellation C8 Full-View E-ATX 440mm GPU PC Case,3,139.0,Antec,PC CASES,0-761345-10019-9,761345100199,199.9
CASE-ANT-C8CW,Antec C8 Curve Wood case,Antec C8 Curve Wood case,0,204.8,Antec,PC CASES,0-761345-10158-5,0761345101585,309.9
CASE-ANT-C8W,Antec Constellation C8 Full-View E-ATX 440mm GPU PC Case White,Antec Constellation C8 Full-View E-ATX 440mm GPU PC Case White,0,139.0,Antec,PC CASES,0-761345-10021-2,0761345100212,199.9
CASE-ANT-C8WOOD,Antec Constellation C8 wood Full-View E-ATX 440mm GPU PC Case,Antec Constellation C8 wood Full-View E-ATX 440mm GPU PC Case,3,149.0,Antec,PC CASES,0-761345-10079-3,761345100793,219.0
CASE-ANT-CX200M-ARGB,Antec CX200M ARGB mini tower gaming case,Antec CX200M ARGB mini tower gaming case,62,72.63,Antec,PC CASES,0-761345-10053-3,761345100533,109.9
CASE-ANT-CX200M-BW,Antec CX200M ARGB mini tower gaming case black/white,Antec CX200M ARGB mini tower gaming case black/white,108,72.63,Antec,PC CASES,0-761345-10248-3,761345102483,109.9
CASE-ANT-CX200M-WH,Antec CX200M RGB Elite Mid Tower Case White,Antec CX200M RGB Elite Mid Tower Case White,0,72.0,Antec,PC CASES,0-761345-10026-7,0761345100267,103.9
CASE-ANT-CX500M-ARGB,Antec CX500M ARGB mid tower gaming case,Antec CX500M ARGB mid tower gaming case,50,92.46,Antec,PC CASES,0-761345-10143-1,761345101431,139.9
CASE-ANT-CX500M-ARGBW,Antec CX500M ARGB White mid tower gaming case,Antec CX500M ARGB White mid tower gaming case,0,92.46,Antec,PC CASES,0-761345-10144-8,761345101448,139.9
CASE-ANT-CX600MW-ARGB,Antec CX600M Wood ARGB mid tower gaming case,Antec CX600M Wood ARGB mid tower gaming case,0,105.67,Antec,PC CASES,0-761345-10138-7,761345101387,159.9
CASE-ANT-DARKCUBE,Antec Dark Cube MATX case with dual front Panel Aluminum Alloy Body,Antec Dark Cube MATX case with dual front Panel Aluminum Alloy Body,2,273.0,Antec,PC CASES,0-761345-80034-1,0761345800341,325.0
CASE-ANT-FLUX,Antec FLUX  Mid Tower Case,Antec FLUX  Mid Tower Case,6,132.0,Antec,PC CASES,0-761345-10133-2,0761345101332,189.9
CASE-ANT-NX200M-RGB,Antec NX200M RGB fan x 3 M-ATX case,Antec NX200M RGB fan x 3 M-ATX case,0,70.1,Antec,PC CASES,0-761345-81021-0,"0-761345-81021-0,761345810210,0761345810210",84.9
CASE-ANT-NX500M,Antec NX500M mid tower gaming case ARGB fan x 3 front Type-C,Antec NX500M mid tower gaming case ARGB fan x 3 front Type-C,0,68.4,Antec,PC CASES,0-761345-81057-9,761345810579,102.9
CASE-ANT-P1FT,Antec Performance 1 FT Full Tower PC case,Antec Performance 1 FT Full Tower PC case,4,264.3,Antec,PC CASES,0-761345-10088-5,"0761345100885,761345100885",319.9
CASE-ANT-P1M,Antec Performance 1 M Black,Antec Performance 1 M Black,0,469.15,Antec,PC CASES,0-761345-10168-4,761345101684,709.9
CASE-DP-CH160,Deepcool CH160 ITX case,Deepcool CH160 ITX case,27,77.24,DEEPCOOL,PC CASES,R-CH160-BKNGI0-G-1,6933412774457,109.9
CASE-DP-CH160WH,Deepcool CH160 white ITX case,Deepcool CH160 white ITX case,72,84.27,DEEPCOOL,PC CASES,R-CH160-WHNGI0-G-1,6933412774440,119.9
CASE-DP-CH510MD,Deepcool CH510 MESH DIGITAL ATX case with  display screen,Deepcool CH510 MESH DIGITAL ATX case with  display screen,0,99.0,DEEPCOOL,PC CASES,R-CH510-BKNSE1-G-1,6933412775072,156.9
CASE-DP-CK500,Deepcool CK500 mid tower case with Type-C,Deepcool CK500 mid tower case with Type-C,0,125.0,DEEPCOOL,PC CASES,R-CK500-BKNNE2-G-1,6933412714866,159.99
CASE-DP-FLUXPRO,Antec FLUX PRO Full Tower Case,Antec FLUX PRO Full Tower Case,3,285.38,Antec,PC CASES,0-761345-10154-7,0761345101547,429.0
CASE-VSK3000B-U3,Antec VSK3000B USB3.0 Micro ATX  Case Black,Antec VSK3000B USB3.0 Micro ATX  Case Black,0,48.0,Antec,PC CASES,0-761345-92034-6,"0761345920346,761345920346",68.9
CASE-VSK4000B-U3,Antec VSK4000B USB3.0 Mid Tower  Case Black,Antec VSK4000B USB3.0 Mid Tower  Case Black,12,53.0,Antec,PC CASES,0-761345-92044-5,0761345920445,75.9
CAT6-EXT350BLU,"8Ware CAT6-EXT350BLU, 350m, Cat6 Cable Roll Blue Bare Copper Twisted Core PVC Jacket","8Ware CAT6-EXT350BLU, 350m, Cat6 Cable Roll Blue Bare Copper Twisted Core PVC Jacket",13,212.08,8WARE,CABLES,CAT6-EXT350BLU,9341756016923,350.0
CFAN-ANT-F12,Antec F12 Racing ARGB 120mm PWM case fan,Antec F12 Racing ARGB 120mm PWM case fan,19,10.8,Antec,Cooling - Cooling Fan,0-761345-40014-5,0761345400145,18.29
CFAN-ANT-F12-3P,Antec F12 Racing ARGB 120mm PWM case fan 3pack with ARGB/PWM controller,Antec F12 Racing ARGB 120mm PWM case fan 3pack with ARGB/PWM controller,36,47.7,Antec,Cooling - Cooling Fan,0-761345-40015-2,0761345400152,82.69
CFAN-ANT-P12-3P,Antec P12 PWM case fan 3PK,Antec P12 PWM case fan 3PK,35,29.0,Antec,Cooling - Cooling Fan,CFAN-ANT-P12-3P,"0-761345-57012-1,761345570121,0761345570121",39.0
CFAN-ANT-P120A-3C,Antec Prizm x 120 ARGB 3+C 3 in 1 pack with fan controller,Antec Prizm x 120 ARGB 3+C 3 in 1 pack with fan controller,12,66.0,Antec,Cooling - Cooling Fan,0-761345-99938-0,"761345999380,0761345999380",94.9
CFAN-ANT-PMATRIX,Antec Prizm Cooling Matrix,Antec Prizm Cooling Matrix,4,67.0,Antec,Cooling - Cooling Fan,0-761345-77518-2,761345775182,95.9
CFAN-ANT-SY240,Antec Symphony 240 ARGB water cooling system,Antec Symphony 240 ARGB water cooling system,9,128.0,Antec,Cooling - Water Cooling,CFAN-ANT-SY240,"0-761345-74043-2,761345740432",183.9
CFAN-ANT-T3-120-3P,Antec Storm T3 120 3pks 30mm FDB fan,Antec Storm T3 120 3pks 30mm FDB fan,3,61.9,Antec,Cooling - Cooling Fan,0-761345-77728-5,"0-761345-77728-5,0761345777285",74.9
CFAN-ANT-T3-140-3P,Antec Storm T3 140 3pks 30mm FDB fan,Antec Storm T3 140 3pks 30mm FDB fan,6,74.3,Antec,Cooling - Cooling Fan,0-761345-77730-8,"0761345777308,761345777308",89.9
CFAN-ANT-VO240,Antec Vortex 240 ARGB  water cooling system,Antec Vortex 240 ARGB  water cooling system,8,135.0,Antec,Cooling - Water Cooling,CFAN-ANT-VO240,0761345740463,193.9
CFAN-ANT-VO360,Antec Vortex 360 ARGB  water cooling system,Antec Vortex 360 ARGB  water cooling system,52,150.0,Antec,Cooling - Water Cooling,CFAN-ANT-VO360,"0761345740470,761345740470",244.9
CFAN-ANT-VO360WH,Antec Vortex 360 ARGB water cooling system White,Antec Vortex 360 ARGB water cooling system White,10,155.0,Antec,Cooling - Water Cooling,0-761345-74049-4,0761345740494,225.9
CFAN-AT-IGPUH-L100-PRSM-BK,Antec AT-IGPUH-L100-PRSM-BK GPU Bracket,Antec AT-IGPUH-L100-PRSM-BK GPU Bracket,152,7.5,Antec,PC CASES,0-761345-77803-9,"0761345778039,761345778039",12.99
CFAN-DP-AN600,Deepcool AN600 67mm CPU cooler,Deepcool AN600 67mm CPU cooler,2,69.7,DEEPCOOL,Cooling - CPU Cooling,R-AN600-BKNNMN-G,6933412728146,94.9
CFAN-DP-FC120-3P,Deepcool FC120 RGB PWM fan 3 pack,Deepcool FC120 RGB PWM fan 3 pack,42,66.7,DEEPCOOL,Cooling - Cooling Fan,R-FC120-BAMN3-G-1,6933412710561,79.99
CFAN-DP-FC120WH-3P,Deepcool FC120 RGB PWM White fan 3 pack,Deepcool FC120 RGB PWM White fan 3 pack,14,66.7,DEEPCOOL,Cooling - Cooling Fan,R-FC120-WHAMN3-G-1,6933412710578,90.0
CFAN-DP-ST500,Deepcool ST500 ARGB GPU Support bracket,Deepcool ST500 ARGB GPU Support bracket,40,24.3,DEEPCOOL,ACCESSORIES,R-ST500-BKA1AA-G,6933412796220,31.99
CFAN-DP-UD551,Deepcool UD551 AMD ARGB CPU cooler,Deepcool UD551 AMD ARGB CPU cooler,10,25.0,DEEPCOOL,Cooling - CPU Cooling,R-UD551-BKAMAB-G-1,6933412727361,29.99
CFAN-GAMMAXX-400XT,Deepcool Gammaxx 400 XT RGB CPU Cooler,Deepcool Gammaxx 400 XT RGB CPU Cooler,15,49.4,DEEPCOOL,ACCESSORIES,DP-MCH4-GMX400-XT,6933412726470,58.0
CFAN-GAMMAXX-GTE-V2-WH,Deepcool Gammaxx GTE V2 White CPU Cooler,Deepcool Gammaxx GTE V2 White CPU Cooler,42,28.49,DEEPCOOL,ACCESSORIES,DP-MCH4-GMX-GTE-V2WH,6933412726968,52.9
