Brand,Model,Item Number,Description,Frequency Range,SRP NZD (inc GST),Dealer NZD - 33% (ex GST),New Product,Price Change,Special Notes,UPC,EAN,Country of Origin,Customs Tariff Code,Shipping Weight (g),Shipping Weight (lbs),Length (mm),Height (mm),Width (mm),Length (in),Height (in),Width (in),Master Carton Qty,Master Carton Weight (g),Master Carton Weight (lbs),Master Carton Length (mm),Master Carton Height (mm),Master Carton Width (mm),Master Carton Length (in),Master Carton Height (in),Master Carton Width (in),Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Transducer Type,Polar Pattern,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Whats in the Box
Neumann,KK 104 U,008720,Cardioid condenser capsule head for wireless systems with Shure interface,,2099,1222.9,,,,615104391987,4044155280531,DE,85181000,267,0.59,100,100,100,3.94,3.94,3.94,6,1900.34,4.19,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--qR3qbWum--/04d3540aeff64891aeb6a61e6dde31426597660f.png,https://images.salsify.com/image/upload/s--uGa0ucDp--/31689ea8350ac86a475fd8972a790084438f12d7.png,,,,,,,Condenser,Cardioid,,,,,,
Neumann,KK 104 U BK,008721,Cardioid condenser capsule head for wireless systems with Shure interface,,2099,1222.9,,,,615104392007,4044155280548,DE,85181000,267,0.59,100,100,100,3.94,3.94,3.94,6,1900.34,4.19,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--6ENEr9Pm--/999290a4c02e9f1321ed019c029c7d379ffd5642.png,https://images.salsify.com/image/upload/s--Yn2N2fNx--/8e316bbbab997e2892129cf768578800b77fb0ce.png,,,,,,,Condenser,Cardioid,,,,,,
Neumann,KK 105 HD,008559,"Neumann KMS 105 supercardioid condenser capsule with heavy duty grille, for use with Sennheiser SKM 5200 handheld transmitter,  with opening tool  padded nylon bag, nickel.  Special order.",,2099,,,,,615104085596,4006087085592,DE,85181000,"284,6",0.63,90,290,70,3.54,11.42,2.76,5,1723.0,3.8,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--mCuMAAOH--/92632a391324a51a9a54b82272051d509e02254c.png,,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 105 HD BK,008560,"Neumann KMS 105 supercardioid condenser capsule with heavy duty grille, for use with Sennheiser SKM 5200 handheld transmitter, black,  with opening tool  padded nylon bag.  Special order.",,2099,,,,,615104085602,4006087085608,DE,85181000,"284,6",0.63,90,290,70,3.54,11.42,2.76,5,1723.0,3.8,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--FD4e3In_--/4abf54823d29e09d29f77dfa881ecc5d18bbb11f.png,,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 105 S,008474,"Neumann KMS 105 supercardioid condenser capsule for use with Sennheiser SKM 5200 handheld transmitter,  with opening tool  padded nylon bag nickel",,2099,,,,,615104084742,4006087084748,DE,85181000,"284,6",0.63,90,290,70,3.54,11.42,2.76,15,4850.56,10.69,504,288,319,19.84,11.34,12.56,https://images.salsify.com/image/upload/s--gfrrRF_7--/af428c46acde10967d02457b5289769e6a736254.png,,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 105 S BK,008476,"Neumann KMS 105 supercardioid condenser capsule for use with Sennheiser SKM 5200 handheld transmitter,  with opening tool  padded nylon bag, black",,2099,,,,,615104084766,4006087084762,DE,85181000,"284,6",0.63,90,290,70,3.54,11.42,2.76,15,4850.56,10.69,504,288,319,19.84,11.34,12.56,https://images.salsify.com/image/upload/s--P427Fh4w--/dbd75a8792122684fe4443eb721f1fb1831616bb.png,,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 105 U,008722,Supercardioid condenser capsule head for wireless systems with Shure interface,,2099,1222.9,,,,615104392014,4044155280555,DE,85181000,267,0.59,100,100,100,3.94,3.94,3.94,6,1890.98,4.17,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--Qr7SilNk--/cebf4342ae51c2647e3f470fc1872d5e7199ba05.png,https://images.salsify.com/image/upload/s--uGa0ucDp--/31689ea8350ac86a475fd8972a790084438f12d7.png,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 105 U BK,008723,Supercardioid condenser capsule head for wireless systems with Shure interface,,2039,1187.94,,,,615104392038,4044155280562,DE,85181000,267,0.59,100,100,100,3.94,3.94,3.94,6,1890.98,4.17,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--wxi1G3L_--/a49028761fcf9fcbfc966020f887fb1a8c0e28bb.png,https://images.salsify.com/image/upload/s--Yn2N2fNx--/8e316bbbab997e2892129cf768578800b77fb0ce.png,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 204,008651,"Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, cardioid, nickel",,2099,,,,,615104086517,4006087086513,DE,85181000,424,0.93,90,290,70,3.54,11.42,2.76,5,2405.0,5.3,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--ciZI3OM3--/bba13a3525ecb8407d3c0e80ac83e7deaa2ebca5.png,,,,,,,,Condenser,Cardioid,,,,,,
Neumann,KK 204 BK,008652,"Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, cardioid, black",,2099,,,,,615104086524,4006087086520,DE,85181000,424,0.93,90,290,70,3.54,11.42,2.76,5,2405.0,5.3,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--ICm_vgx8--/ecd239b0aaa79cd0952ddc21425c36a02995044a.png,,,,,,,,Condenser,Cardioid,,,,,,
Neumann,KK 205,008653,"Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, supercardioid, nickel",,2099,,,,,615104086531,4006087086537,DE,85181000,426,0.94,90,290,70,3.54,11.42,2.76,5,2415.0,5.32,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--1VAANqrU--/7b2c355a33ef099ee4194c1206de7469f5f70d2a.png,,,,,,,,Condenser,Supercardioid,,,,,,
Neumann,KK 205 BK,008654,"Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, supercardioid, black",,2039,1187.94,,,,615104086548,4006087086544,DE,85181000,426,0.94,90,290,70,3.54,11.42,2.76,5,2415.0,5.32,310,175,230,12.20,6.89,9.06,https://images.salsify.com/image/upload/s--UUwHxWOW--/8085bc4dc8d0a48e08aed152e6f06069432dc76d.png,,,,,,,,Condenser,Supercardioid,,,,,,
Sennheiser,L 2015,009828,"Charger, for 2x BA 2015 or transmitter/receiver with charger contacts, cascadable, NT1-1/NT3-1 required",,369,214.98,,,,615104098282,4006087098288,CN,85044055,"372,56",0.82,147,90,122,5.79,3.54,4.80,12,4817.28,10.62,390,330,210,15.35,12.99,8.27,https://images.salsify.com/image/upload/s--gnSYKaLq--/799e80ac3094d3d65049726f1dfcba41a33eedab.jpg,,,,,,,,,,,,,,,(1) L 2015 Battery charger
Sennheiser,L 6000,507300,Battery Charger Chassis,,2239,1304.46,,,,615104281066,4044155214826,DE,85044055,5100,11.23,550,175,435,21.65,6.89,17.13,0,0.0,0.0,0,0,0,0.00,0.00,0.00,https://images.salsify.com/image/upload/s--7gXBd8en--/fad0d61308e2673836f39e3c1de695174007b771.jpg,https://images.salsify.com/image/upload/s--VpBSpKMT--/33dec39147e8bf2a5077301efd0e3b6574794c31.jpg,https://images.salsify.com/image/upload/s--EkUcfoYx--/075f4b8c0608deb68db869af9152b69b411d3855.jpg,https://images.salsify.com/image/upload/s--EJgyV_St--/185c10f143dddee61f848f86f0ae8635a9cf701f.jpg,https://images.salsify.com/image/upload/s--Mj3ZNUK6--/4573a912acc9c7c3b9816427d1db48f8af4aec2a.jpg,https://images.salsify.com/image/upload/s--JUnX-h0t--/13325c5d8b87d89b057a359dda96b1b38b5e131f.jpg,https://images.salsify.com/image/upload/s--oHjDOh_R--/4545536d06633389505a42a4f6fd6afee363dc77.jpg,,,,https://www.sennheiser.com/globalassets/digizuite/41651-en-L_6000_Product_Specification_v2.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41651-en-L_6000_Product_Specification_v2.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41651-en-L_6000_Product_Specification_v2.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41651-en-L_6000_Product_Specification_v2.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41651-en-L_6000_Product_Specification_v2.3_EN.pdf,"(1) L 6000 Battery charger, (1) Mains cable (EU, UK or US plug), (4) Dummy covers with screws, (4) Rubber Feet, (2) Stickers, (1) Quick guide, (1) Safety guide"
Sennheiser,L 70 USB,508861,"Charger for BA 70, 2 charging slots, cascadable. Includes  (1) NT 5-20 UCW power supply",,139,80.98,,,,615104343313,4044155250657,CN,85044055,329,0.72,140,80,115,5.51,3.15,4.53,18,6740.0,14.86,364,272,300,14.33,10.71,11.81,https://images.salsify.com/image/upload/s---86xHQ_O--/28ef57c5fed79a322789504d2bab5c095500cd2d.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,(1) L 70 USB Battery charger
Sennheiser,LA 2,503162,Charging adaptor to fit Evolution G3/G4 and 2000 series SKM transmitter into L 2015 charger,,79,46.03,,,,615104149748,4044155033755,CN,85079080,130,0.29,114,150,56,4.49,5.91,2.20,,,,,,,,,,https://images.salsify.com/image/upload/s---FlPpJnD--/d556bf3ae0e9bd24ecb65bd089378b91e99a79e2.jpg,,,,,,,,,,,,,,,(1) LA 2 Charging adapter
Sennheiser,LM 6070,509457,"Charger core for charger L6000, can be used for 2x BA 70",,259,150.9,,,,615104363267,4044155261356,DE,85044060,190,0.42,200,60,100,7.87,2.36,3.94,12,2985.56,6.58,350,260,282,13.78,10.24,11.10,https://images.salsify.com/image/upload/s--mSofjgBh--/0fb1d77bcf0c2268e589c72ff970844cf1684d79.jpg,https://images.salsify.com/image/upload/s--LmfJCHQh--/cbbfc24ec6be189243c893b5d1f85001e560d526.jpg,https://images.salsify.com/image/upload/s--MoG8fNE0--/a94b597bc8bb20e2fe4025525c827a6e92e4ad96.jpg,https://images.salsify.com/image/upload/s--f2rtIuFA--/f245c2d3d09b86b203e6a14c3bc4cfdac8684eae.jpg,,,,,,,,,,,,(1) LM 6070 Charger core
Sennheiser,MAS 1 B,505618,"Microphone activation button (when paired with MAS 133 inline switchbox) for any XLR-attached microphone with 5-pin XLR-M. Features programmable on, off, PTT and PTM modes and bi-color LED ring for status indication. Includes (2) rubber rings for mounting and (1) hex nut for mounting. Black",,209,121.77,,,,615104230446,4044155079401,RO,85177900,61,0.13,85,110,40,3.35,4.33,1.57,89,10727.56,23.65,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s---D_Dd_PG--/e4bc07b6f6a20fe7846810c3603569e288a3751a.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,"(1) MAS 1 Microphone activation button, (2) Rubber rings for mounting, (1) Hex nut"
Sennheiser,MAS 1 W,505619,"Microphone activation button (when paired with MAS 133 inline switchbox) for any XLR-attached microphone with 5-pin XLR-M. Features programmable on, off, PTT and PTM modes and bi-color LED ring for status indication. Includes (2) rubber rings for mounting and (1) hex nut for mounting. White",,209,121.77,,,,615104230453,4044155079418,DE,85189000,61,0.13,85,110,40,3.35,4.33,1.57,72,8789.56,19.38,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--4ZlT3TGk--/4ec452026ab984c0f7672aa08179d42542b90a22.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41429-en-SP_1077_v2.0_MAS_1_Specification_EN.pdf,"(1) MAS 1 Microphone activation button, (2) Rubber rings for mounting, (1) Hex nut"
Sennheiser,MAS 133,505621,"Microphone control box, mic IN: XLR3-F, mic OUT: XLR3-M, switch: XLR5-F, logic out, installation material",,319,185.85,,,,615104230484,4044155079432,RO,85176200,212,0.47,80,155,55,3.15,6.10,2.17,12,3525.56,7.77,350,260,282,13.78,10.24,11.10,https://images.salsify.com/image/upload/s--PkKyPM7A--/d0c28118780c2f330d5a0824bb002b685bfdb4ae.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41433-en-SP_1078_v2.0_MAS_133_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41433-en-SP_1078_v2.0_MAS_133_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41433-en-SP_1078_v2.0_MAS_133_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41433-en-SP_1078_v2.0_MAS_133_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41433-en-SP_1078_v2.0_MAS_133_Specification_EN.pdf,"(1) MAS 133 Inline logic box with XLR mic in and out with switch, (2) Mounting brackets, (4) Recessed head screws"
Sennheiser,MAT 133 B,505622,"Speechline weighted heavy duty base for gooseneck microphones with 3-pin XLR-F (mic in), 3-pin XLR-M (mic out) and 24-48 V phantom power. Compatible with MZH 3000 Series and MEG 14-40 B gooseneck microphones. black",,389,226.63,,,,615104230620,4044155079449,RO,85181000,1200,2.64,250,94,225,9.84,3.70,8.86,5,1211.56,2.67,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--0DyoFrCd--/4b87f9c1764c6631c3e58828b4bafb88e43903de.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,"(1) MAT 133 Table stand, (1) Quick guide, (1) Safety guide"
Sennheiser,MAT 133-S B,505624,"Speechline weighted heavy duty base for MEG 14-40-L II gooseneck microphone with 5-pin XLR-F (mic in), 5-pin XLR-M (mic out), 24-48 V phantom power and bi-color LED ring for status indication. black",,489,284.9,,,,615104230644,4044155079463,RO,85181000,1200,2.64,250,94,225,9.84,3.70,8.86,5,8191.56,18.06,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--C9Cmmvfl--/a5b07437258f4ba0bd07e14aa1736a5bb35ed810.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41437-en-SP_1079_v2.0_MAT_133_MAT_133-S_MAT_153-S_EN.pdf,"(1) MAT 133-S Table stand, (1) Quick guide, (1) Safety guide"
Sennheiser,MAT 153 + MEG14-40-L-II SET,507354,"Gooseneck kit. Includes MEG 14-40-L-II gooseneck mic, Cardioid capsule with green LED ring and MAT 153 5 pin XLR mic base",,1319,768.46,,,,615104282353,4044155215663,DE,85181000,2270,5.00,536,106,306,21.10,4.17,12.05,24,54959.56,121.16,539,288,224,21.22,11.34,8.82,https://images.salsify.com/image/upload/s--LkPlQQxX--/2698b08d9b951368750ed9f2b328a7a916048ce6.jpg,https://images.salsify.com/image/upload/s--O2S1FXjO--/2366ee31440e34e36ceda890bde70ac0a8a84f9d.jpg,https://images.salsify.com/image/upload/s--UyPW9CTH--/b3d1ecc73b19f9833a80d30208e49ef537990325.jpg,,,,,,Condenser,Cardioid,,,,,,(1) MAT 153 + MEG14-40-L-II SET Gooseneck and Tablestand set
Sennheiser,MAT 153-S B,505626,Speechline weighted heavy duty gooseneck mic base. XLR 5 with configurable switch. On-Off  PTT  PTM with Bi Colour Illumination. BLACK,,539,314.03,,,,615104230668,4044155079487,DE,85181000,1206,2.66,250,94,225,9.84,3.70,8.86,5,8191.56,18.06,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--O2S1FXjO--/2366ee31440e34e36ceda890bde70ac0a8a84f9d.jpg,https://images.salsify.com/image/upload/s--UyPW9CTH--/b3d1ecc73b19f9833a80d30208e49ef537990325.jpg,https://images.salsify.com/image/upload/s--nnX1O3kX--/04c9939b9cfacc5af31421a0573b5d9b79f8ce5d.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41397-en-SP_1046_v2.0_MEG_14-40-L-II_MAT_153-S_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41397-en-SP_1046_v2.0_MEG_14-40-L-II_MAT_153-S_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41397-en-SP_1046_v2.0_MEG_14-40-L-II_MAT_153-S_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41397-en-SP_1046_v2.0_MEG_14-40-L-II_MAT_153-S_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41397-en-SP_1046_v2.0_MEG_14-40-L-II_MAT_153-S_Specification_EN.pdf,(1) MAT 153-S Table stand
Sennheiser,MD 21-U,000292,"ENG microphone, dynamic, omnidirectional, 3 pin XLR-M, 3/8Ó tripod thread, black",,1219,710.2,,,,615104002920,4006087002926,DE,85181000,295,0.65,136,49,47,5.35,1.93,1.85,10,7717.56,17.01,354,388,294,13.94,15.28,11.57,https://images.salsify.com/image/upload/s--mJg2rjw2--/40895a0dc24b1bfee19e5db8adc2560e044c957e.png,,,,,,,,Dynamic,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41817-en-SP_1320_v1.0_MD_21-U_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41817-en-SP_1320_v1.0_MD_21-U_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41817-en-SP_1320_v1.0_MD_21-U_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41817-en-SP_1320_v1.0_MD_21-U_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41817-en-SP_1320_v1.0_MD_21-U_Product_Specification_EN.pdf,"(1) MD 21-U ENG microphone, (1) Instruction manual"
Sennheiser,MD 42,005173,"Handheld microphone (omnidirectional, dynamic) for field ENG with 3-pin XLR-M. MZQ 800 clip available separately",,409,238.29,,,,615104051737,4006087051733,RO,85181000,360,0.79,250,,,9.84,,,10,8941.56,19.71,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--kSsnJ3mE--/8a8f77537cd57919ca49ac0590b51a7dffed6656.png,https://images.salsify.com/image/upload/s--CPiuEsXS--/9ebee63a4f6e747bd91a15dd71288cbf6ba88994.png,,,,,,,Dynamic,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41810-en-SP_1318_v1.0_MD_42_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41810-en-SP_1318_v1.0_MD_42_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41810-en-SP_1318_v1.0_MD_42_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41810-en-SP_1318_v1.0_MD_42_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41810-en-SP_1318_v1.0_MD_42_Product_Specification_EN.pdf,"(1) MD 42 Handheld microphone, (1) Instruction manual"
Sennheiser,MD 421 KOMPAKT,700587,Multipurpose Dynamic Cardioid Microphone. Includes (1) MD 421 KOMPAKT microphone and (1) Pouch,,639,372.29,,,,615104400658,4044155285802,RO,85181000,159,0.35,122,84,49,4.80,3.31,1.93,14,6323.56,13.94,584,288,259,22.99,11.34,10.20,https://images.salsify.com/image/upload/s--kUxrumYa--/8b81f7d367aea7cacdbbae0b44f8602e9e7b6498.jpg,https://images.salsify.com/image/upload/s--RePNU52L--/6777b76d54ff5370cc8e12264e883d63c92d48e1.jpg,https://images.salsify.com/image/upload/s--qbEJduHA--/152ac88321936d235692807261a9175bbe729ae7.jpg,,,,,,Dynamic,Cardioid,,,,,,"(1) MD 421 KOMPAKT Studio microphone, (1) Pouch, (1) Quick guide, (1) Safety guide"
Sennheiser,MD 421 KOMPAKT + DRUM CLAMP,700589,"Multipurpose Dynamic Cardioid Microphone set. Includes (1) MD 421 KOMPAKT microphone, (1) MZH DRUMS Drum clamp, and (1) Pouch",,679,395.59,,,,615104400672,4044155285826,RO,85181000,159,0.35,122,84,49,4.80,3.31,1.93,14,5721.56,12.61,584,288,259,22.99,11.34,10.20,https://images.salsify.com/image/upload/s--g5Tvwvz---/0021a4362b43feb889f70ede6b08a410a76b0455.jpg,https://images.salsify.com/image/upload/s--xhC4UZeh--/18c6d1403103eb87bf4df9132eca3839224bb08a.jpg,https://images.salsify.com/image/upload/s--koZB7TSJ--/243497450325215ae0d6e42b5970a5895699a148.jpg,https://images.salsify.com/image/upload/s--G5f6IoGN--/5a1a060adec8244b3619534b3fa64b7daeada621.jpg,,,,,Dynamic,Cardioid,,,,,,"(1) MD 421 KOMPAKT Studio microphone, (1) MZH DRUMS Microphone clip, (1) Pouch, (1) Quick guide, (1) Safety guide"
Sennheiser,MD 421-II,000984,Cardioid dynamic with five position bass rolloff switch. Includes MZA421 lock-on stand adapter.,,869,506.29,,,,615104009844,4006087009840,RO,85181000,354,0.78,191,46,50,7.52,1.81,1.97,10,9151.56,20.18,375,395,305,14.76,15.55,12.01,https://images.salsify.com/image/upload/s--z8EFgx5x--/bac674010e9e5569897d76133d2c9505a62e75a9.jpg,,,,,,,,Dynamic,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41804-en-SP_1314_v1.0_MD_421-II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41804-en-SP_1314_v1.0_MD_421-II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41804-en-SP_1314_v1.0_MD_421-II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41804-en-SP_1314_v1.0_MD_421-II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41804-en-SP_1314_v1.0_MD_421-II_Product_Specification_EN.pdf,"(1) MD 421 II Studio microphone, (1) Microphone clip for 3/8"" thread, (1) Instruction manual"
Sennheiser,MD 431-II,001605,"Hand microphone, dynamic, supercardioid, I/O switch, 3-pin XLR-M, black, includes microphone clip",,1119,651.94,,,,615104016057,4006087016053,DE,85181000,238,0.52,206,,,8.11,,,10,7417.56,16.35,354,388,294,13.94,15.28,11.57,https://images.salsify.com/image/upload/s--OHIZZkpM--/825369a511d41901e60d2f5adad35be1b0c06ae3.png,,,,,,,,Dynamic,Supercardioid,https://www.sennheiser.com/globalassets/digizuite/41814-en-SP_1319_v1.0_MD_431_II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41814-en-SP_1319_v1.0_MD_431_II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41814-en-SP_1319_v1.0_MD_431_II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41814-en-SP_1319_v1.0_MD_431_II_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41814-en-SP_1319_v1.0_MD_431_II_Product_Specification_EN.pdf,"(1) MD 431 II Handheld microphone, (1) MZA 4031 Microphone clip, (1) Instruction manual"
Sennheiser,MD 435,508827,"Handheld microphone (cardioid, dynamic) with 3-pin XLR-M. Includes (1) MZQ 800 clip and (1) carrying pouch",,809,471.33,,,,615104340527,4044155249576,DE,85181000,350,0.77,181,,,7.13,,,14,8451.56,18.63,584,288,259,22.99,11.34,10.20,https://images.salsify.com/image/upload/s--myHCuanw--/4a4c6f6736875eba65862b4ee86e8b747964c94f.jpg,https://images.salsify.com/image/upload/s--rUNKS8M5--/245124981b54e88aad71e41fe44e23346976751c.jpg,,,,,,,Dynamic,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41743-en-SP_1270_v1.0_MD_435_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41743-en-SP_1270_v1.0_MD_435_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41743-en-SP_1270_v1.0_MD_435_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41743-en-SP_1270_v1.0_MD_435_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41743-en-SP_1270_v1.0_MD_435_Product_Specification_EN.pdf,"(1) MD 435 Handheld microphone, (1) Microphone clip, (5) Pop protection, (1) Pouch"
Sennheiser,MD 441-U,000762,"Studio microphone, dynamic supercardioid, bass and brilliance switch, 3-pin XLR-M, black/silver, includes MZQ 441",,2549,1485.07,,,,615104007628,4006087007624,DE,85181000,421,0.93,265,33,36,10.43,1.30,1.42,10,10117.56,22.31,354,388,294,13.94,15.28,11.57,https://images.salsify.com/image/upload/s--gUwIBjps--/7ed974c2693441fcbfabcfff2e91b91e7d8944be.png,,,,,,,,Dynamic,Supercardioid,,,,,,"(1) MD 441 U Studio microphone, (1) MZQ 441 Microphone clip, (1) Hard case"
