Brand Text,Product Code,Description,UOM,Dealer Ex GST,Dealer Inc GST,RRP Inc GST,Indent Or Stocked,URL
DPA Microphones,DP-KIT-4099-DP-4C,"4099 CORE+ Classic Touring Kit, 4 Mics and accessories, Loud SPL",EACH,"$3,493.91","$4,018.00","$5,740.00",S,https://amber.co.nz/4099-core-classic-touring-kit-4-mics-and-accessories-loud-spl
DPA Microphones,DP-KIT-4099-DP-4R,"4099 CORE+ Rock Touring Kit, 4 Mics and accessories, Extreme SPL",EACH,"$3,493.91","$4,018.00","$5,740.00",S,https://amber.co.nz/4099-core-rock-touring-kit-4-mics-and-accessories-extreme-spl
DPA Microphones,DP-MC4001,DPA Mic Clip fro MMP-E Active Cables,EACH,$139.39,$160.30,$229.00,I,https://amber.co.nz/mic-clip-for-mmp-e-activecable
DPA Microphones,DP-MHS6005,DPA Microphone Holder for Strings - 5-pack,EACH,$39.56,$45.50,$65.00,I,https://amber.co.nz/mhs6005-5-pack-of-mhs6001-string-holder-dpa
DPA Microphones,DP-MMC2006,DPA d:dicate™ Twin Diaphragm Omni Mic Capsule,EACH,$656.78,$755.30,"$1,079.00",I,https://amber.co.nz/twin-diaphragm-omni-mic-capsule
DPA Microphones,DP-MMC2011,DPA d:dicate™ Twin Diaphragm Cardioid Mic Capsule,EACH,$742.00,$853.30,"$1,219.00",I,https://amber.co.nz/twin-diaphragm-cardioid-mic-capsule
DPA Microphones,DP-MMC4006,DPA d:dicate™ Omni Mic Capsule,EACH,"$2,257.65","$2,596.30","$3,709.00",I,https://amber.co.nz/omnidirectional-microphone-capsule
DPA Microphones,DP-MMC4011,DPA d:dicate™ Cardioid Mic Capsule,EACH,"$1,685.48","$1,938.30","$2,769.00",I,https://amber.co.nz/cardiod-microphone-capsule
DPA Microphones,DP-MMC4015,DPA d:dicate™ Wide Cardioid Mic Capsule,EACH,"$1,685.48","$1,938.30","$2,769.00",I,https://amber.co.nz/wide-cardioid-microphone-capsule
DPA Microphones,DP-MMC4017,DPA d:dicate™ Shotgun Mic Capsule,EACH,"$1,670.87","$1,921.50","$2,745.00",I,https://amber.co.nz/shotgun-microphone-capsule
DPA Microphones,DP-MMC4018,DPA d:dicate™ Supercardioid Mic Capsule,EACH,"$1,685.48","$1,938.30","$2,769.00",I,https://amber.co.nz/supercardioid-microphone-capsule
DPA Microphones,DP-MMC4018V,Softboost Supercardioid Vocal Mic Capsule,EACH,$955.05,"$1,098.30","$1,569.00",I,https://amber.co.nz/dfactoâ-¢-softboos-supercardioid-vocal-capsule
DPA Microphones,DP-MMC4018VL,Capsule - Linear version of the d:facto? Vocal Microphone,EACH,$955.05,"$1,098.30","$1,569.00",I,https://amber.co.nz/capsule-linear-version-of-the-d-facto-vocal-microphone
DPA Microphones,DP-MMP-A,DPA Mic Preamp for d:dicate Series ,EACH,$678.70,$780.50,"$1,115.00",I,https://amber.co.nz/d-dicate-rs-microphone-preamp
DPA Microphones,DP-MMP-C,DPA Compact Mic Preamp for d:dicate Series,EACH,$468.09,$538.30,$769.00,I,https://amber.co.nz/dpa-compact-preamp
DPA Microphones,DP-MMP-ER,"DPA Modular Active Cable, XLR, Rear, 3 m (9.8 ft) for d:dicate Series",EACH,$571.56,$657.30,$939.00,I,https://amber.co.nz/modular-active-cable-rear-cable
DPA Microphones,DP-MMP-ES,"DPA Modular Active Cable, XLR, Side, 3 m (9.8 ft) for d:dicate Series",EACH,$571.56,$657.30,$939.00,I,https://amber.co.nz/modular-active-cable-side-cable
DPA Microphones,DP-MMP-F120,"Modular Active boom, 120cm",EACH,$706.09,$812.00,"$1,160.00",I,https://amber.co.nz/modular-active-boom-120cm
DPA Microphones,DP-MMP-F15,"DPA Modular Active Boom, 20 cm (8 in) for d:sign Series",EACH,$675.05,$776.30,"$1,109.00",I,https://amber.co.nz/modular-active-boom-15cm
DPA Microphones,DP-MMP-F30,"Modular Active Boom, 30cm",EACH,$675.05,$776.30,"$1,109.00",I,https://amber.co.nz/modular-active-boom-30cm
DPA Microphones,DP-MMP-F45,"Modular Active Boom, 45cm",EACH,$675.05,$776.30,"$1,109.00",I,https://amber.co.nz/modular-active-boom-45cm
DPA Microphones,DP-MMP-F75,"Modular Active Boom, 75cm",EACH,$706.09,$812.00,"$1,160.00",I,https://amber.co.nz/modular-active-boom-75cm
DPA Microphones,DP-MMP-FGS,"Floor Stand with Modular Active Boom, 122 cm Single",EACH,"$1,123.05","$1,291.50","$1,845.00",I,https://amber.co.nz/floor-stand-with-modular-active-boom-122-cm-single
DPA Microphones,DP-MMP-FGT,"Floor Stand with Modular Active Boom, 122 cm Twin",EACH,"$1,886.35","$2,169.30","$3,099.00",I,https://amber.co.nz/floor-stand-with-modular-active-boom-122-cm-twin
DPA Microphones,DP-MMP-FJS,"Floor Stand w/ Modular Active Boom, 77 cm (30 in), Single",EACH,"$1,123.05","$1,291.50","$1,845.00",I,https://amber.co.nz/floor-stand-w~-modular-active-boom-77-cm-(30-in)-single
DPA Microphones,DP-MMP-GR,"DPA Modular Active Cable, MicroDot, Rear, 1.8 m (5.9 ft) for d:dicate Series",EACH,$571.56,$657.30,$939.00,I,https://amber.co.nz/modular-active-cable-rear-exit-cable-to-microdot
DPA Microphones,DP-MMP-GS,"Modular Active Cable side exit cable to Microdot, 1.8m",EACH,$571.56,$657.30,$939.00,I,https://amber.co.nz/modular-active-cable-side-exit-cable-to-microdot
DPA Microphones,DP-MS-CLIP,"Microphone Stand Clip 3/8"" and 5/8"" thread",EACH,$70.00,$80.50,$115.00,S,https://amber.co.nz/microphone-stand-clip-3~8~-and-5~8~-thread
DPA Microphones,DP-OC5100,5100 Outdoor Cover,EACH,$102.87,$118.30,$169.00,I,https://amber.co.nz/5100-outdoor-cover
DPA Microphones,DP-P-CLIP,Microphone Clip for Piano,EACH,$70.00,$80.50,$115.00,S,https://amber.co.nz/microphone-clip-for-piano
DPA Microphones,DP-P-CLIPX,10 x Microphone Clip for Piano,EACH,$565.48,$650.30,$929.00,I,https://amber.co.nz/10-x-microphone-clip-for-piano
DPA Microphones,DP-S5,DPA Surround/Decca Tree Mount,EACH,"$3,697.83","$4,252.50","$6,075.00",I,https://amber.co.nz/surround-mount
DPA Microphones,DP-SB0400,DPA Stereo Boom for d:dicate Series,EACH,$346.35,$398.30,$569.00,I,https://amber.co.nz/dpa-rs-series-stereo-boom-dpa
DPA Microphones,DP-SBS0400,DPA Stereo Boom with Shock Mounts for d:dicate Series,EACH,$636.09,$731.50,"$1,045.00",I,https://amber.co.nz/dpa-rs-series-stereo-boom-incl-shock-mounts-dpa
DPA Microphones,DP-SCM0004-B,"DPA d:screet™ Single Lock Clip, Black",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/d-screet-microphone-clip-smal
DPA Microphones,DP-SCM0004-W,"DPA Clip, White",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/d-screet-microphone-clip-single-white
DPA Microphones,DP-SCM0008-B,"DPA Double Lock Clip, Black",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/mic-clip-double-lock-black
DPA Microphones,DP-SCM0008-W,"DPA Double Lock Clip, White",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/mic-clip-double-lock-white
DPA Microphones,DP-SCM0013-B,"DPA d:screet™ 4-way Clip, Black",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/d-screet-mini-mic-4-way-clip
DPA Microphones,DP-SCM0017-2-B,"Curved Clip, Black",EACH,$23.74,$27.30,$39.00,I,https://amber.co.nz/curved-clip-black
DPA Microphones,DP-SCM0017-2-BX,"Curved Clip, Black, 10 pcs",EACH,$188.09,$216.30,$309.00,I,https://amber.co.nz/curved-clip-black-10-pcs
DPA Microphones,DP-SCM0017-2-W,"Curved Clip, White",EACH,$23.74,$27.30,$39.00,I,https://amber.co.nz/curved-clip-white
DPA Microphones,DP-SCM0017-2-WX,"Curved Clip, White, 10 pcs",EACH,$188.09,$216.30,$309.00,I,https://amber.co.nz/curved-clip-white-10-pcs
DPA Microphones,DP-SCM0017-B,"DPA Curved Clip, Black",EACH,$23.74,$27.30,$39.00,I,https://amber.co.nz/d-screet-microphone-holder-black
DPA Microphones,DP-SCM0020-B,"Heavy Duty Single Clip, Black",EACH,$39.56,$45.50,$65.00,I,https://amber.co.nz/heavy-duty-single-clip-black
DPA Microphones,DP-SCM0030-B,"8-way Clip for 6060 Subminiature series, Black",EACH,$39.56,$45.50,$65.00,I,https://amber.co.nz/8-way-clip-for-6060-subminiature-series-black
DPA Microphones,DP-SCM0030-W,"8-way Clip for 6060 Series, White",EACH,$39.56,$45.50,$65.00,I,https://amber.co.nz/8-way-clip-for-6060-series-white
DPA Microphones,DP-SCM0034-B,"8-way Double Clip for 6060 Series, Black",EACH,$45.65,$52.50,$75.00,I,https://amber.co.nz/8-way-double-clip-for-6060-series-black
DPA Microphones,DP-SM1500,DPA Double Pole Shock Mount for d:dicate Series,EACH,$194.17,$223.30,$319.00,I,https://amber.co.nz/dpa-rs-series-shock-mount
DPA Microphones,DP-ST2006A,DPA d:dicate™ 2006A Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$2,614.35","$3,006.50","$4,295.00",I,https://amber.co.nz/stereo-pairs-w-2-x-2006a-clip-and-windscreen-in-hard-case
DPA Microphones,DP-ST2006C,DPA d:dicate™ 2006C Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$2,282.00","$2,624.30","$3,749.00",I,https://amber.co.nz/stereo-pair-2-x-2006c-clips-windscreens-in-peli-case
DPA Microphones,DP-ST2011A,DPA d:dicate™ 2011A Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$2,839.56","$3,265.50","$4,665.00",I,https://amber.co.nz/stero-pair-w-2-x-2011a-clip-and-windscreen-in-case
DPA Microphones,DP-ST2011C,DPA d:dicate™ 2011C Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$2,450.00","$2,817.50","$4,025.00",I,https://amber.co.nz/stereo-pair-w-2-x-2011c-clip-and-windscreens-in-case
DPA Microphones,DP-ST2012,Stereo Pair of the 2012 COMPACT CARDIOID MICROPHONE,EACH,"$1,762.17","$2,026.50","$2,895.00",I,https://amber.co.nz/2012-stereo-pair-with-holders-and-windscreens
DPA Microphones,DP-ST2015,Stereo Pair of the 2015 COMPACT CARDIOID MICROPHONE,EACH,"$1,762.17","$2,026.50","$2,895.00",I,https://amber.co.nz/2015-stereo-pair-with-holders-and-windscreens
DPA Microphones,DP-ST4006A,DPA d:dicate™ 4006A Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$6,156.96","$7,080.50","$10,115.00",I,https://amber.co.nz/matched-stereo-pair-of-4006a
DPA Microphones,DP-ST4006C,DPA d:dicate™ 4006C Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$5,651.74","$6,499.50","$9,285.00",I,https://amber.co.nz/stereo-pair-w-2-x-4006c-clips-and-windscreens-in-hard-case
DPA Microphones,DP-ST4011A,DPA d:dicate™ 4011A Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$4,716.78","$5,424.30","$7,749.00",I,https://amber.co.nz/matched-pair-of-4011a-in-case
DPA Microphones,DP-ST4011C,DPA d:dicate™ 4011C Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$4,288.26","$4,931.50","$7,045.00",I,https://amber.co.nz/stereo-pair-of-4011c-matched-with-clip-case-and-windscreen-dpa-microphones
DPA Microphones,DP-ST4015A,DPA d:dicate™ 4015A Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$4,716.78","$5,424.30","$7,749.00",I,https://amber.co.nz/stereo-pairs-w-2-x-4015a-clips-and-windscreen-in-hard-case
DPA Microphones,DP-ST4015C,DPA d:dicate™ 4015C Stereo Pair with Clips and Windscreens in Peli Case,EACH,"$4,288.26","$4,931.50","$7,045.00",I,https://amber.co.nz/stereo-pairs-w-2-x-4015c-clip-and-windscreen-and-hard-case
DPA Microphones,DP-STC4099,DPA Clip for Sax and Trumpet,EACH,$63.91,$73.50,$105.00,I,https://amber.co.nz/sax-trumpet-clip
DPA Microphones,DP-TB4000,DPA Table Base,EACH,$139.39,$160.30,$229.00,I,https://amber.co.nz/table-base
DPA Microphones,DP-UA0639,DPA Microphone Clip,EACH,$139.39,$160.30,$229.00,I,https://amber.co.nz/microphone-clip
DPA Microphones,DP-UA0777,DPA Nose Cone for 4003/4006,EACH,$133.30,$153.30,$219.00,I,https://amber.co.nz/nose-cone-for-4003-4006
DPA Microphones,DP-UA0836,DPA Stereo Boom Arm - with holders,EACH,$912.44,"$1,049.30","$1,499.00",I,https://amber.co.nz/stereo-boom-arm-with-holders
DPA Microphones,DP-UA0837,Stereo Boom excluding Holders,EACH,$733.48,$843.50,"$1,205.00",I,https://amber.co.nz/stereo-boom-arm-without-holders
DPA Microphones,DP-UA0896,"DPA Foam Windscreen, Ø19, Length 92 mm (3.6 in)",EACH,$33.48,$38.50,$55.00,I,https://amber.co.nz/windscreen-for-19mm-microphone
DPA Microphones,DP-UA0897,"DPA Shock Mount for 4041, 4011, 4015",EACH,$459.56,$528.50,$755.00,I,https://amber.co.nz/shock-mount-for-std-microphone
DPA Microphones,DP-UA0961,Microphone Holder,EACH,$155.22,$178.50,$255.00,I,https://amber.co.nz/microphone-holder
DPA Microphones,DP-U-CLIP,Universal Microphone Clip,EACH,$70.00,$80.50,$115.00,S,https://amber.co.nz/universal-microphone-clip
DPA Microphones,DP-U-CLIPX,10 x Universal Microphone Clip,EACH,$565.48,$650.30,$929.00,I,https://amber.co.nz/10-x-universal-microphone-clip
DPA Microphones,DP-VC4099,"DPA Clip for Violin, Mandolin and Banjo",EACH,$63.91,$73.50,$105.00,I,https://amber.co.nz/violin-clip
DPA Microphones,DP-WJ5100,DPA FFur Windscreen for d:mension™ 5100,EACH,$139.39,$160.30,$229.00,I,https://amber.co.nz/windjammer-for-dp-5100
DPA Microphones,DP-XLR-MOUNT,XLR Mount for Microphone Clips,EACH,$49.30,$56.70,$81.00,S,https://amber.co.nz/xlr-mount-for-microphone-clips
Duesenberg,DU-AC100,Duesenberg Fingerboard Lotion 20ml,EACH,$10.43,$11.99,$12.00,S,https://amber.co.nz/duesenberg-fingerboard-lotion-20ml
Duesenberg,DU-AC110,Duesenberg Fingerboard Lotion 100ml,EACH,$25.22,$29.00,$29.00,S,https://amber.co.nz/duesenberg-fingerboard-lotion-100ml
Duesenberg,DU-ADPBK,Duesenberg Polishing Cloth Black,EACH,$5.22,$6.00,$6.00,S,https://amber.co.nz/duesenberg-polishing-cloth-black
Duesenberg,DU-DAC-CC-BK,Duesenberg Alliance Series Chris Chaney Bass,EACH,"$4,260.00","$4,899.00","$4,899.00",S,https://amber.co.nz/duesenberg-chris-chaney-bass-black
Duesenberg,DU-DAC-CC-BKD,Duesenberg Alliance Series Chris Chaney Bass Black Distressed LTD,EACH,"$7,825.22","$8,999.00","$8,999.00",S,https://amber.co.nz/duesenberg-chris-chaney-bass-black-distressed-ltd
Duesenberg,DU-DAC-CC-GS,Duesenberg Alliance Series Chris Chaney Bass Gold Sparkle,EACH,"$4,607.83","$5,299.00","$5,299.00",S,https://amber.co.nz/duesenberg-chris-chaney-bass-gold-sparkle
Duesenberg,DU-DAC-JD-CTG,Duesenberg Alliance Series Jeff DaRosa Catalina Green Burst,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-alliance-series-jeff-darosa-catalina-green-burst
Duesenberg,DU-DAC-JW-BK,Duesenberg Alliance Series Joe Walsh Black,EACH,"$5,251.30","$6,039.00","$6,039.00",S,https://amber.co.nz/duesenberg-alliance-series-joe-walsh-black
Duesenberg,DU-DAC-JW-GB,Duesenberg Alliance Series Joe Walsh Gold Burst,EACH,"$5,251.30","$6,039.00","$6,039.00",S,https://amber.co.nz/duesenberg-alliance-series-joe-walsh-gold-burst
Duesenberg,DU-DAC-LD-JG,Duesenberg Alliance Series Landreth,EACH,"$5,303.48","$6,099.00","$6,099.00",S,https://amber.co.nz/duesenberg-alliance-series-landreth
Duesenberg,DU-DAC-TB-QMN,Duesenberg Alliance Series Tom Bukovac Quilted Maple Natural,EACH,"$5,320.87","$6,119.00","$6,119.00",S,https://amber.co.nz/duesenberg-alliance-series-tom-bukovac-quilted-maple-natural
Duesenberg,DU-DCB-CHG,Duesenberg Caribou Catalina Harbour Green,EACH,"$4,051.30","$4,659.00","$4,659.00",S,https://amber.co.nz/duesenberg-caribou-catalina-harbour-green
Duesenberg,DU-DCR-CTG,Duesenberg Starplayer CBR Catalina Green,EACH,"$4,346.96","$4,999.00","$4,999.00",S,https://amber.co.nz/duesenberg-starplayer-cbr-catalina-green
Duesenberg,DU-DCR-TBB,Duesenberg Starplayer CBR Tobacco Burst,EACH,"$4,346.96","$4,999.00","$4,999.00",S,https://amber.co.nz/duesenberg-starplayer-cbr-tobacco-burst
Duesenberg,DU-DCR-TBK,Duesenberg Starplayer CBR Transparent Black,EACH,"$4,346.96","$4,999.00","$4,999.00",S,https://amber.co.nz/duesenberg-starplayer-cbr-transparent-black
Duesenberg,DU-DCR-THN,Duesenberg Starplayer CBR Transparent Honey,EACH,"$4,346.96","$4,999.00","$4,999.00",S,https://amber.co.nz/duesenberg-starplayer-cbr-transparent-honey
Duesenberg,DU-DCR-TVO,Duesenberg Starplayer CBR Transparent Orange,EACH,"$4,346.96","$4,999.00","$4,999.00",S,https://amber.co.nz/duesenberg-starplayer-cbr-transparent-orange
Duesenberg,DU-DDC-BK,Duesenberg Double Cat Black,EACH,"$4,051.30","$4,659.00","$4,659.00",S,https://amber.co.nz/duesenberg-double-cat-black
Duesenberg,DU-DDC-VB,Duesenberg Double Cat Vintage Burst,EACH,"$4,233.91","$4,869.00","$4,869.00",S,https://amber.co.nz/duesenberg-double-cat-vintage-burst
Duesenberg,DU-DFN-BK,Duesenberg Falken Tremolo Black,EACH,"$4,512.17","$5,189.00","$5,189.00",S,https://amber.co.nz/duesenberg-falken-tremolo-black
Duesenberg,DU-DFS-LMG-S,Duesenberg Fantom S Lumina Green,EACH,"$4,868.70","$5,599.01","$5,599.00",S,https://amber.co.nz/duesenberg-fantom-s-lumina-green
Duesenberg,DU-DJT-CBK-S-L,Duesenberg Julietta Catalina Black Lefthand,EACH,"$3,303.48","$3,799.00","$3,799.00",S,https://amber.co.nz/duesenberg-julietta-catalina-black-lefthand
Duesenberg,DU-DJT-D6-CBK-S,Duesenberg Julietta Baritone Catalina Black,EACH,"$3,303.48","$3,799.00","$3,799.00",S,https://amber.co.nz/duesenberg-julietta-baritone-catalina-black
Duesenberg,DU-DJT-D6-CTR,Duesenberg Julietta Baritone Catalina Red,EACH,"$3,564.35","$4,099.00","$4,099.00",S,https://amber.co.nz/duesenberg-julietta-baritone-catalina-red
Duesenberg,DU-DLS-FT-HGW,Duesenberg Fairytale Catalina Harbour Green,EACH,"$3,999.13","$4,599.00","$4,599.00",S,https://amber.co.nz/duesenberg-lap-steel-fairytale-catalina-harbour-green
Duesenberg,DU-DLS-FT-SK,Duesenberg Lap Steel Fairytale Split/King Ivory & Black,EACH,"$4,086.09","$4,699.00","$4,699.00",S,https://amber.co.nz/duesenberg-lap-steel-fairytale-split~king-ivory-and-black
Duesenberg,DU-DLS-PF,Duesenberg Lap Steel Paul Franklin Red,EACH,"$3,912.17","$4,499.00","$4,499.00",S,https://amber.co.nz/duesenberg-lap-steel-paul-franklin-red
Duesenberg,DU-DPA-BK,Duesenberg Paloma Black,EACH,"$4,390.43","$5,048.99","$5,049.00",S,https://amber.co.nz/duesenberg-paloma-black
Duesenberg,DU-DPA-BKS,Duesenberg Paloma Black Sparkle,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-paloma-black-sparkle
Duesenberg,DU-DPA-CHG,Duesenberg Paloma Catalina Harbour Green,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-paloma-catalina-harbour-green
Duesenberg,DU-DPA-CM-BK,Duesenberg Paloma Custom Black,EACH,"$4,781.74","$5,499.00","$5,499.00",S,https://amber.co.nz/duesenberg-paloma-custom-black
Duesenberg,DU-DPA-CTB,Duesenberg Paloma Catalina Blue,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-paloma-catalina-blue
Duesenberg,DU-DPA-D6-BKS,Duesenberg Paloma Baritone Black Sparkle,EACH,"$4,781.74","$5,499.00","$5,499.00",S,https://amber.co.nz/duesenberg-paloma-baritone-black-sparkle
Duesenberg,DU-DPA-RDS,Duesenberg Paloma Red Sparkle,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-paloma-red-sparkle
Duesenberg,DU-DPA-VB,Duesenberg Paloma Vintage Burst,EACH,"$4,390.43","$5,048.99","$5,049.00",S,https://amber.co.nz/duesenberg-paloma-vintage-burst
Duesenberg,DU-DPA-WH,Duesenberg Paloma White,EACH,"$4,390.43","$5,048.99","$5,049.00",S,https://amber.co.nz/duesenberg-paloma-white
Duesenberg,DU-DS009,Duesenberg Strings 009-011-016--024-032-042,EACH,$21.73,$24.99,$24.99,S,https://amber.co.nz/duesenberg-strings-009-011-016-024-032-042-~(12)
Duesenberg,DU-DS3-CTB,Duesenberg Starplayer III Catalina Blue,EACH,"$4,260.00","$4,899.00","$4,260.00",S,https://amber.co.nz/duesenberg-starplayer-iii-catalina-blue
Duesenberg,DU-DSA10,Duesenberg Strings 010-013-017-028-042-050 Factory Standard,EACH,$21.73,$24.99,$24.99,S,https://amber.co.nz/duesenberg-strings-010-013-017-028-042-050-~(12)-factory-std
Duesenberg,DU-DSL16,Duesenberg Strings Lapsteel 016-056,EACH,$30.43,$34.99,$34.99,S,https://amber.co.nz/duesenberg-strings-lapsteel-016-056-~(12)
Duesenberg,DU-DTV-BK,Duesenberg Starplayer TV Black,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-black
Duesenberg,DU-DTV-BKS,Duesenberg Starplayer TV Black Sparkle,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-black-sparkle
Duesenberg,DU-DTV-BKV,Duesenberg Starplayer TV Black Velvet,EACH,"$5,216.52","$5,999.00","$5,999.00",S,https://amber.co.nz/duesenberg-starplayer-tv-black-velvet
Duesenberg,DU-DTV-BLS,Duesenberg Starplayer TV Blue Sparkle ,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-blue-sparkle
Duesenberg,DU-DTV-CAB,Duesenberg Starplayer TV Catalina Avalon Blue,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-catalina-avalon-blue
Duesenberg,DU-DTV-CHG,Duesenberg Starplayer TV Catalina Harbour Green,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-catalina-harbour-green
Duesenberg,DU-DTV-CM-BK,Duesenberg Starplayer TV Collection Custom 3 Pickups Black,EACH,"$5,364.35","$6,169.00","$6,169.00",S,https://amber.co.nz/duesenberg-starplayer-tv-collection-custom-3-pickups-black
Duesenberg,DU-DTV-CSR,Duesenberg Starplayer TV Catalina Sunset Rose,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-catalina-sunset-rose
Duesenberg,DU-DTV-GPU,Duesenberg Starplayer TV Galaxy Burst,EACH,"$5,042.61","$5,799.00","$5,799.00",S,https://amber.co.nz/duesenberg-starplayer-tv-galaxy-burst
Duesenberg,DU-DTV-GT,Duesenberg Starplayer TV Gold Top,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-gold-top
Duesenberg,DU-DTV-MC,Duesenberg Alliance Series Mike Campbell 30th Anniversary Blue/White,EACH,"$5,425.22","$6,239.00","$6,239.00",S,https://amber.co.nz/duesenberg-alliance-series-mike-campbell-30th-anniversary-blue~white
Duesenberg,DU-DTV-NB,Duesenberg Starplayer TV Narvik Blue,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-narvik-blue
Duesenberg,DU-DTV-PC-BK,Duesenberg Starplayer TV Collection Phonic Black,EACH,"$5,364.35","$6,169.00","$6,169.00",S,https://amber.co.nz/duesenberg-starplayer-tv-collection-phonic-black
Duesenberg,DU-DTV-PC-VNW,Duesenberg Starplayer TV Collection Phonic Venetian White,EACH,"$5,364.35","$6,169.00","$6,169.00",S,https://amber.co.nz/duesenberg-starplayer-tv-collection-phonic-venetian-white
Duesenberg,DU-DTV-RDS,Duesenberg Starplayer TV Red Sparkle,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-red-sparkle
Duesenberg,DU-DTV-SG,Duesenberg Starplayer TV Surf Green,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-surf-green
Duesenberg,DU-DTV-SS,Duesenberg Starplayer TV Silver Sparkle,EACH,"$4,668.70","$5,369.01","$5,369.00",S,https://amber.co.nz/duesenberg-starplayer-tv-silver-sparkle
Duesenberg,DU-DTV-VB,Duesenberg Starplayer TV Vintage Burst,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-vintage-burst
Duesenberg,DU-DTV-VO,Duesenberg Starplayer TV Vintage Orange,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-vintage-orange
Duesenberg,DU-DTV-VW,Duesenberg Starplayer Vintage White,EACH,"$4,468.70","$5,139.01","$5,139.00",S,https://amber.co.nz/duesenberg-starplayer-tv-vintage-white
Duesenberg,DU-DTV-WHV,Duesenberg Starplayer TV White Velvet,EACH,"$5,216.52","$5,999.00","$5,999.00",S,https://amber.co.nz/duesenberg-starplayer-tv-white-velvet
Duesenberg,DU-DUESBG,Duesenberg Custom Line Bag - Guitar,EACH,$207.83,$239.00,$239.00,S,https://amber.co.nz/duesenberg-custom-line-bag--guitar
Dynaudio,DY-18S,"Dynaudio Active Dual 9.5""long throw subwoofer system. 500w amp module",EACH,"$2,056.78","$2,365.30","$3,379.00",S,https://amber.co.nz/18s-subwoofer~-500w-class-d-2-x-24cm-(9~5~)-long-throw-447w-x-300h-x-268dmm
Dynaudio,DY-9S,"Dynaudio 9S Active 9.5""long throw subwoofer system.  300w amp module",EACH,"$1,241.13","$1,427.30","$2,039.00",S,https://amber.co.nz/9s-subwoofer~-300w-class-d-24cm-(9~5~)-long-throw-driver~-266w-x-276h-x-320d-mm
Dynaudio,DY-BM15A-L,Dynaudio BM15A 2-Way Active Nearfield Monitor - LEFT (SINGLE),EACH,"$1,859.56","$2,138.50","$3,055.00",S,https://amber.co.nz/2-way-active-nearfield-monitor-left
Dynaudio,DY-BM15A-R,Dynaudio BM15A 2-Way Active Nearfield Monitor - RIGHT (SINGLE),EACH,"$1,859.56","$2,138.50","$3,055.00",S,https://amber.co.nz/2-way-active-nearfield-monitor-right
Dynaudio,DY-BM5-MK3,"Dynaudio BM5 MKIII, Nearfield Monitor, 7"" Woofer (SINGLE)",EACH,$638.52,$734.30,"$1,049.00",S,https://amber.co.nz/precision-nearfield-monitor-100w-class-d-single-995015151
Dynaudio,DY-BM6A,Dynaudio BM6A 2-Way Active Nearfield Monitor (EACH),EACH,"$1,283.74","$1,476.30","$2,109.00",S,https://amber.co.nz/2-way-active-nearfield-monitor
